,Name,Role,Market Value,Squadra,Season
793,Sam Lammers,Punta centrale,2000000.0,UC Sampdoria,2022
794,Manuel De Luca,Punta centrale,2000000.0,UC Sampdoria,2022
795,Manolo Gabbiadini,Punta centrale,2000000.0,UC Sampdoria,2022
796,Francesco Caputo,Punta centrale,1500000.0,UC Sampdoria,2022
797,Daniele Montevago,Punta centrale,800000.0,UC Sampdoria,2022
798,Fabio Quagliarella,Punta centrale,500000.0,UC Sampdoria,2022
799,Mihailo Ivanovic,Punta centrale,150000.0,UC Sampdoria,2022
800,Yann Sommer,Portiere,5000000.0,FC Internazionale Milano,2023
801,Emil Audero,Portiere,5000000.0,FC Internazionale Milano,2023
802,Raffaele Di Gennaro,Portiere,300000.0,FC Internazionale Milano,2023
803,Alessandro Calligaris,Portiere,150000.0,FC Internazionale Milano,2023
804,Alessandro Bastoni,Difensore centrale,70000000.0,FC Internazionale Milano,2023
805,Benjamin Pavard,Difensore centrale,50000000.0,FC Internazionale Milano,2023
806,Yann Bisseck,Difensore centrale,16000000.0,FC Internazionale Milano,2023
807,Stefan de Vrij,Difensore centrale,7000000.0,FC Internazionale Milano,2023
808,Francesco Acerbi,Difensore centrale,3500000.0,FC Internazionale Milano,2023
809,Giacomo Stabile,Difensore centrale,50000.0,FC Internazionale Milano,2023
810,Federico Dimarco,Terzino sinistro,50000000.0,FC Internazionale Milano,2023
811,Carlos Augusto,Terzino sinistro,22000000.0,FC Internazionale Milano,2023
812,Matteo Motta,Terzino sinistro,100000.0,FC Internazionale Milano,2023
813,Denzel Dumfries,Terzino destro,24000000.0,FC Internazionale Milano,2023
814,Matteo Darmian,Terzino destro,4000000.0,FC Internazionale Milano,2023
815,Hakan Çalhanoğlu,Mediano,45000000.0,FC Internazionale Milano,2023
816,Kristjan Asllani,Mediano,18000000.0,FC Internazionale Milano,2023
817,Lucien Agoumé,Mediano,6000000.0,FC Internazionale Milano,2023
818,Aleksandar Stankovic,Mediano,1000000.0,FC Internazionale Milano,2023
819,Nicolò Barella,Centrale,80000000.0,FC Internazionale Milano,2023
820,Davide Frattesi,Centrale,35000000.0,FC Internazionale Milano,2023
821,Henrikh Mkhitaryan,Centrale,6000000.0,FC Internazionale Milano,2023
822,Davy Klaassen,Centrale,4000000.0,FC Internazionale Milano,2023
823,Stefano Sensi,Centrale,3000000.0,FC Internazionale Milano,2023
824,Ebenezer Akinsanmiro,Centrale,1800000.0,FC Internazionale Milano,2023
825,Tajon Buchanan,Centrocampista di destra,8000000.0,FC Internazionale Milano,2023
826,Juan Cuadrado,Centrocampista di destra,1000000.0,FC Internazionale Milano,2023
827,Tommaso Guercio,Centrocampista di sinistra,300000.0,FC Internazionale Milano,2023
828,Issiaka Kamate,Ala destra,1000000.0,FC Internazionale Milano,2023
829,Joaquín Correa,Seconda punta,6000000.0,FC Internazionale Milano,2023
830,Lautaro Martínez,Punta centrale,110000000.0,FC Internazionale Milano,2023
831,Marcus Thuram,Punta centrale,65000000.0,FC Internazionale Milano,2023
832,Marko Arnautovic,Punta centrale,4000000.0,FC Internazionale Milano,2023
833,Alexis Sánchez,Punta centrale,2500000.0,FC Internazionale Milano,2023
834,Amadou Sarr,Punta centrale,150000.0,FC Internazionale Milano,2023
835,Mike Maignan,Portiere,38000000.0,AC Milan,2023
836,Marco Sportiello,Portiere,1500000.0,AC Milan,2023
837,Noah Raveyre,Portiere,200000.0,AC Milan,2023
838,Lapo Nava,Portiere,150000.0,AC Milan,2023
839,Antonio Mirante,Portiere,100000.0,AC Milan,2023
840,Andrea Bartoccioni,Portiere,50000.0,AC Milan,2023
841,Lorenzo Torriani,Portiere,10000.0,AC Milan,2023
842,Fikayo Tomori,Difensore centrale,40000000.0,AC Milan,2023
843,Malick Thiaw,Difensore centrale,25000000.0,AC Milan,2023
844,Pierre Kalulu,Difensore centrale,20000000.0,AC Milan,2023
845,Matteo Gabbia,Difensore centrale,8000000.0,AC Milan,2023
846,Jan-Carlo Simić,Difensore centrale,5000000.0,AC Milan,2023
847,Marco Pellegrino,Difensore centrale,3500000.0,AC Milan,2023
848,Simon Kjær,Difensore centrale,1500000.0,AC Milan,2023
849,Mattia Caldara,Difensore centrale,800000.0,AC Milan,2023
850,Clinton Nsiala,Difensore centrale,200000.0,AC Milan,2023
851,Theo Hernández,Terzino sinistro,60000000.0,AC Milan,2023
852,Davide Bartesaghi,Terzino sinistro,1000000.0,AC Milan,2023
853,Davide Calabria,Terzino destro,13000000.0,AC Milan,2023
854,Filippo Terracciano,Terzino destro,4500000.0,AC Milan,2023
855,Álex Jiménez,Terzino destro,4000000.0,AC Milan,2023
856,Alessandro Florenzi,Terzino destro,2000000.0,AC Milan,2023
857,Ismaël Bennacer,Mediano,30000000.0,AC Milan,2023
858,Yacine Adli,Mediano,15000000.0,AC Milan,2023
859,Rade Krunic,Mediano,6000000.0,AC Milan,2023
860,Victor Eletu,Mediano,400000.0,AC Milan,2023
861,Tijjani Reijnders,Centrale,30000000.0,AC Milan,2023
862,Ruben Loftus-Cheek,Centrale,25000000.0,AC Milan,2023
863,Yunus Musah,Centrale,22000000.0,AC Milan,2023
864,Tommaso Pobega,Centrale,10000000.0,AC Milan,2023
865,Kevin Zeroli,Centrale,2000000.0,AC Milan,2023
866,Rafael Leão,Ala sinistra,90000000.0,AC Milan,2023
867,Noah Okafor,Ala sinistra,20000000.0,AC Milan,2023
868,Chaka Traorè,Ala sinistra,1500000.0,AC Milan,2023
869,Diego Sia,Ala sinistra,0.0,AC Milan,2023
870,Christian Pulisic,Ala destra,40000000.0,AC Milan,2023
871,Samuel Chukwueze,Ala destra,20000000.0,AC Milan,2023
872,Luka Romero,Ala destra,5000000.0,AC Milan,2023
873,Francesco Camarda,Punta centrale,10000000.0,AC Milan,2023
874,Luka Jović,Punta centrale,7000000.0,AC Milan,2023
875,Lorenzo Colombo,Punta centrale,6000000.0,AC Milan,2023
876,Olivier Giroud,Punta centrale,3000000.0,AC Milan,2023
877,Alex Meret,Portiere,12000000.0,SSC Napoli,2023
878,Pierluigi Gollini,Portiere,4000000.0,SSC Napoli,2023
879,Nikita Contini,Portiere,400000.0,SSC Napoli,2023
880,Hubert Idasiak,Portiere,150000.0,SSC Napoli,2023
881,Amir Rrahmani,Difensore centrale,15000000.0,SSC Napoli,2023
882,Natan,Difensore centrale,12000000.0,SSC Napoli,2023
883,Leo Østigård,Difensore centrale,8000000.0,SSC Napoli,2023
884,Juan Jesus,Difensore centrale,2500000.0,SSC Napoli,2023
885,Luigi D'Avino,Difensore centrale,125000.0,SSC Napoli,2023
886,Mathías Olivera,Terzino sinistro,15000000.0,SSC Napoli,2023
887,Mário Rui,Terzino sinistro,3500000.0,SSC Napoli,2023
888,Giovanni Di Lorenzo,Terzino destro,15000000.0,SSC Napoli,2023
889,Alessandro Zanoli,Terzino destro,5000000.0,SSC Napoli,2023
890,Pasquale Mazzocchi,Terzino destro,3000000.0,SSC Napoli,2023
891,Stanislav Lobotka,Mediano,28000000.0,SSC Napoli,2023
892,Jens Cajuste,Mediano,10000000.0,SSC Napoli,2023
893,Leander Dendoncker,Mediano,7000000.0,SSC Napoli,2023
894,Diego Demme,Mediano,800000.0,SSC Napoli,2023
895,Francesco Gioielli,Mediano,175000.0,SSC Napoli,2023
896,Frank Anguissa,Centrale,27000000.0,SSC Napoli,2023
897,Piotr Zieliński,Centrale,22000000.0,SSC Napoli,2023
898,Lorenzo Russo,Centrale,100000.0,SSC Napoli,2023
899,Karim Zedadka,Centrocampista di sinistra,250000.0,SSC Napoli,2023
900,Eljif Elmas,Trequartista,20000000.0,SSC Napoli,2023
901,Hamed Junior Traoré,Trequartista,17000000.0,SSC Napoli,2023
902,Gianluca Gaetano,Trequartista,6000000.0,SSC Napoli,2023
903,Khvicha Kvaratskhelia,Ala sinistra,80000000.0,SSC Napoli,2023
904,Hirving Lozano,Ala sinistra,15000000.0,SSC Napoli,2023
905,Alessio Zerbin,Ala sinistra,4000000.0,SSC Napoli,2023
906,Jesper Lindstrøm,Ala destra,22000000.0,SSC Napoli,2023
907,Matteo Politano,Ala destra,13000000.0,SSC Napoli,2023
908,Cyril Ngonge,Ala destra,12000000.0,SSC Napoli,2023
909,Giacomo Raspadori,Seconda punta,25000000.0,SSC Napoli,2023
910,Victor Osimhen,Punta centrale,100000000.0,SSC Napoli,2023
911,Giovanni Simeone,Punta centrale,10000000.0,SSC Napoli,2023
912,Wojciech Szczęsny,Portiere,6000000.0,Juventus FC,2023
913,Mattia Perin,Portiere,3000000.0,Juventus FC,2023
914,Giovanni Daffara,Portiere,300000.0,Juventus FC,2023
915,Carlo Pinsoglio,Portiere,200000.0,Juventus FC,2023
916,Gian Marco Crespi,Portiere,100000.0,Juventus FC,2023
917,Giovanni Garofani,Portiere,100000.0,Juventus FC,2023
918,Simone Scaglia,Portiere,25000.0,Juventus FC,2023
919,Bremer,Difensore centrale,60000000.0,Juventus FC,2023
920,Federico Gatti,Difensore centrale,18000000.0,Juventus FC,2023
921,Tiago Djaló,Difensore centrale,12000000.0,Juventus FC,2023
922,Danilo,Difensore centrale,10000000.0,Juventus FC,2023
923,Dean Huijsen,Difensore centrale,10000000.0,Juventus FC,2023
924,Daniele Rugani,Difensore centrale,4000000.0,Juventus FC,2023
925,Tarik Muharemovic,Difensore centrale,1200000.0,Juventus FC,2023
926,Andrea Cambiaso,Terzino sinistro,25000000.0,Juventus FC,2023
927,Filip Kostić,Terzino sinistro,6500000.0,Juventus FC,2023
928,Alex Sandro,Terzino sinistro,2000000.0,Juventus FC,2023
929,Mattia De Sciglio,Terzino destro,1000000.0,Juventus FC,2023
930,Manuel Locatelli,Mediano,28000000.0,Juventus FC,2023
931,Adrien Rabiot,Centrale,35000000.0,Juventus FC,2023
932,Weston McKennie,Centrale,28000000.0,Juventus FC,2023
933,Fabio Miretti,Centrale,15000000.0,Juventus FC,2023
934,Nicolò Fagioli,Centrale,15000000.0,Juventus FC,2023
935,Carlos Alcaraz,Centrale,15000000.0,Juventus FC,2023
936,Joseph Nonge,Centrale,3000000.0,Juventus FC,2023
937,Hans Nicolussi Caviglia,Centrale,3000000.0,Juventus FC,2023
938,Paul Pogba,Centrale,0.0,Juventus FC,2023
939,Nikola Sekulov,Trequartista,800000.0,Juventus FC,2023
940,Kenan Yıldız,Ala sinistra,30000000.0,Juventus FC,2023
941,Samuel Iling-Junior,Ala sinistra,13000000.0,Juventus FC,2023
942,Federico Chiesa,Ala destra,35000000.0,Juventus FC,2023
943,Matías Soulé,Ala destra,25000000.0,Juventus FC,2023
944,Timothy Weah,Ala destra,12000000.0,Juventus FC,2023
945,Luis Hasa,Ala destra,1000000.0,Juventus FC,2023
946,Dušan Vlahović,Punta centrale,65000000.0,Juventus FC,2023
947,Moise Kean,Punta centrale,14000000.0,Juventus FC,2023
948,Arkadiusz Milik,Punta centrale,6000000.0,Juventus FC,2023
949,Leonardo Cerri,Punta centrale,800000.0,Juventus FC,2023
950,Tommaso Mancini,Punta centrale,500000.0,Juventus FC,2023
951,Marco Carnesecchi,Portiere,16000000.0,Atalanta BC,2023
952,Juan Musso,Portiere,5000000.0,Atalanta BC,2023
953,Paolo Vismara,Portiere,600000.0,Atalanta BC,2023
954,Francesco Rossi,Portiere,100000.0,Atalanta BC,2023
955,Giorgio Scalvini,Difensore centrale,45000000.0,Atalanta BC,2023
956,Isak Hien,Difensore centrale,20000000.0,Atalanta BC,2023
957,Berat Djimsiti,Difensore centrale,10000000.0,Atalanta BC,2023
958,Sead Kolasinac,Difensore centrale,10000000.0,Atalanta BC,2023
959,Caleb Okoli,Difensore centrale,8000000.0,Atalanta BC,2023
960,Rafael Tolói,Difensore centrale,2500000.0,Atalanta BC,2023
961,Giovanni Bonfanti,Difensore centrale,1000000.0,Atalanta BC,2023
962,José Luis Palomino,Difensore centrale,700000.0,Atalanta BC,2023
963,Tommaso Del Lungo,Difensore centrale,250000.0,Atalanta BC,2023
964,Pietro Comi,Difensore centrale,250000.0,Atalanta BC,2023
965,Mitchel Bakker,Terzino sinistro,6500000.0,Atalanta BC,2023
966,Andrea Ceresoli,Terzino sinistro,500000.0,Atalanta BC,2023
967,Emil Holm,Terzino destro,12000000.0,Atalanta BC,2023
968,Hans Hateboer,Terzino destro,3500000.0,Atalanta BC,2023
969,Marten de Roon,Mediano,7000000.0,Atalanta BC,2023
970,Leonardo Mendicino,Mediano,800000.0,Atalanta BC,2023
971,Éderson,Centrale,40000000.0,Atalanta BC,2023
972,Mario Pasalic,Centrale,13000000.0,Atalanta BC,2023
973,Michel Adopo,Centrale,1000000.0,Atalanta BC,2023
974,Alberto Manzoni,Centrale,300000.0,Atalanta BC,2023
975,Matteo Colombo,Centrale,150000.0,Atalanta BC,2023
976,Davide Zappacosta,Centrocampista di destra,6000000.0,Atalanta BC,2023
977,Nadir Zortea,Centrocampista di destra,3000000.0,Atalanta BC,2023
978,Marco Palestra,Centrocampista di destra,1000000.0,Atalanta BC,2023
979,Matteo Ruggeri,Centrocampista di sinistra,20000000.0,Atalanta BC,2023
980,Teun Koopmeiners,Trequartista,50000000.0,Atalanta BC,2023
981,Charles De Ketelaere,Trequartista,34000000.0,Atalanta BC,2023
982,Aleksey Miranchuk,Trequartista,10000000.0,Atalanta BC,2023
983,Alessandro Cortinovis,Trequartista,400000.0,Atalanta BC,2023
984,Andrea Bonanomi,Trequartista,0.0,Atalanta BC,2023
985,Ademola Lookman,Seconda punta,40000000.0,Atalanta BC,2023
986,Tommaso De Nipoti,Seconda punta,200000.0,Atalanta BC,2023
987,Gianluca Scamacca,Punta centrale,35000000.0,Atalanta BC,2023
988,El Bilal Touré,Punta centrale,20000000.0,Atalanta BC,2023
989,Duván Zapata,Punta centrale,8000000.0,Atalanta BC,2023
990,Luis Muriel,Punta centrale,2000000.0,Atalanta BC,2023
991,Siren Diao,Punta centrale,1500000.0,Atalanta BC,2023
992,Moustapha Cissé,Punta centrale,800000.0,Atalanta BC,2023
993,Lukasz Skorupski,Portiere,3500000.0,Bologna FC 1909,2023
994,Federico Ravaglia,Portiere,1000000.0,Bologna FC 1909,2023
995,Nicola Bagnolini,Portiere,200000.0,Bologna FC 1909,2023
996,Tito Gasperini,Portiere,0.0,Bologna FC 1909,2023
997,Sam Beukema,Difensore centrale,18000000.0,Bologna FC 1909,2023
998,Jhon Lucumí,Difensore centrale,17000000.0,Bologna FC 1909,2023
999,Mihajlo Ilic,Difensore centrale,4000000.0,Bologna FC 1909,2023
1000,Adama Soumaoro,Difensore centrale,2000000.0,Bologna FC 1909,2023
1001,Kevin Bonifazi,Difensore centrale,1800000.0,Bologna FC 1909,2023
1002,Joaquín Sosa,Difensore centrale,1500000.0,Bologna FC 1909,2023
1003,Riccardo Stivanello,Difensore centrale,200000.0,Bologna FC 1909,2023
1004,Riccardo Calafiori,Terzino sinistro,30000000.0,Bologna FC 1909,2023
1005,Victor Kristiansen,Terzino sinistro,15000000.0,Bologna FC 1909,2023
1006,Tommaso Corazza,Terzino sinistro,1000000.0,Bologna FC 1909,2023
1007,Charalampos Lykogiannis,Terzino sinistro,1000000.0,Bologna FC 1909,2023
1008,Stefan Posch,Terzino destro,14000000.0,Bologna FC 1909,2023
1009,Lorenzo De Silvestri,Terzino destro,400000.0,Bologna FC 1909,2023
1010,Jerdy Schouten,Mediano,28000000.0,Bologna FC 1909,2023
1011,Nikola Moro,Mediano,5000000.0,Bologna FC 1909,2023
1012,Oussama El Azzouzi,Mediano,2500000.0,Bologna FC 1909,2023
1013,Nicolás Domínguez,Centrale,17000000.0,Bologna FC 1909,2023
1014,Michel Aebischer,Centrale,9000000.0,Bologna FC 1909,2023
1015,Kacper Urbanski,Centrale,7000000.0,Bologna FC 1909,2023
1016,Remo Freuler,Centrale,6500000.0,Bologna FC 1909,2023
1017,Niklas Pyyhtiä,Centrale,1200000.0,Bologna FC 1909,2023
1018,Lewis Ferguson,Trequartista,24000000.0,Bologna FC 1909,2023
1019,Giovanni Fabbian,Trequartista,14000000.0,Bologna FC 1909,2023
1020,Jesper Karlsson,Ala sinistra,8000000.0,Bologna FC 1909,2023
1021,Riccardo Orsolini,Ala destra,16000000.0,Bologna FC 1909,2023
1022,Dan Ndoye,Ala destra,14000000.0,Bologna FC 1909,2023
1023,Alexis Saelemaekers,Ala destra,12000000.0,Bologna FC 1909,2023
1024,Joshua Zirkzee,Punta centrale,50000000.0,Bologna FC 1909,2023
1025,Santiago Castro,Punta centrale,12000000.0,Bologna FC 1909,2023
1026,Jens Odgaard,Punta centrale,4500000.0,Bologna FC 1909,2023
1027,Marko Arnautovic,Punta centrale,4000000.0,Bologna FC 1909,2023
1028,Sydney van Hooijdonk,Punta centrale,4000000.0,Bologna FC 1909,2023
1029,Tommaso Ravaglioli,Punta centrale,0.0,Bologna FC 1909,2023
1030,Mile Svilar,Portiere,9000000.0,AS Roma,2023
1031,Rui Patrício,Portiere,1000000.0,AS Roma,2023
1032,Renato Marin,Portiere,500000.0,AS Roma,2023
1033,Pietro Boer,Portiere,150000.0,AS Roma,2023
1034,Evan Ndicka,Difensore centrale,25000000.0,AS Roma,2023
1035,Gianluca Mancini,Difensore centrale,25000000.0,AS Roma,2023
1036,Dean Huijsen,Difensore centrale,10000000.0,AS Roma,2023
1037,Diego Llorente,Difensore centrale,7000000.0,AS Roma,2023
1038,Marash Kumbulla,Difensore centrale,4500000.0,AS Roma,2023
1039,Chris Smalling,Difensore centrale,2500000.0,AS Roma,2023
1040,Matteo Plaia,Difensore centrale,0.0,AS Roma,2023
1041,Lovro Golic,Difensore centrale,0.0,AS Roma,2023
1042,Angeliño,Terzino sinistro,8000000.0,AS Roma,2023
1043,Leonardo Spinazzola,Terzino sinistro,4000000.0,AS Roma,2023
1044,Jan Oliveras,Terzino sinistro,150000.0,AS Roma,2023
1045,Rasmus Kristensen,Terzino destro,10000000.0,AS Roma,2023
1046,Zeki Çelik,Terzino destro,6000000.0,AS Roma,2023
1047,Rick Karsdorp,Terzino destro,5000000.0,AS Roma,2023
1048,Mattia Mannini,Terzino destro,0.0,AS Roma,2023
1049,Bryan Cristante,Mediano,20000000.0,AS Roma,2023
1050,Leandro Paredes,Mediano,8000000.0,AS Roma,2023
1051,Martin Vetkal,Mediano,50000.0,AS Roma,2023
1052,Edoardo Bove,Centrale,18000000.0,AS Roma,2023
1053,Houssem Aouar,Centrale,10000000.0,AS Roma,2023
1054,Renato Sanches,Centrale,6500000.0,AS Roma,2023
1055,Niccolò Pisilli,Centrale,3500000.0,AS Roma,2023
1056,Riccardo Pagano,Centrale,2500000.0,AS Roma,2023
1057,Francesco D'Alessio,Centrale,100000.0,AS Roma,2023
1058,Nicola Zalewski,Centrocampista di sinistra,12000000.0,AS Roma,2023
1059,Lorenzo Pellegrini,Trequartista,25000000.0,AS Roma,2023
1060,Tommaso Baldanzi,Trequartista,15000000.0,AS Roma,2023
1061,Stephan El Shaarawy,Ala sinistra,5000000.0,AS Roma,2023
1062,Luigi Cherubini,Ala sinistra,350000.0,AS Roma,2023
1063,Ola Solbakken,Ala destra,2500000.0,AS Roma,2023
1064,João Costa,Ala destra,1000000.0,AS Roma,2023
1065,Paulo Dybala,Seconda punta,20000000.0,AS Roma,2023
1066,Tammy Abraham,Punta centrale,30000000.0,AS Roma,2023
1067,Romelu Lukaku,Punta centrale,30000000.0,AS Roma,2023
1068,Sardar Azmoun,Punta centrale,8000000.0,AS Roma,2023
1069,Andrea Belotti,Punta centrale,5000000.0,AS Roma,2023
1070,Filippo Alessio,Punta centrale,100000.0,AS Roma,2023
1071,Oliver Christensen,Portiere,3000000.0,ACF Fiorentina,2023
1072,Pietro Terracciano,Portiere,2500000.0,ACF Fiorentina,2023
1073,Tommaso Martinelli,Portiere,1000000.0,ACF Fiorentina,2023
1074,Tommaso Vannucchi,Portiere,400000.0,ACF Fiorentina,2023
1075,Nikola Milenković,Difensore centrale,15000000.0,ACF Fiorentina,2023
1076,Lucas Martínez Quarta,Difensore centrale,15000000.0,ACF Fiorentina,2023
1077,Luca Ranieri,Difensore centrale,8000000.0,ACF Fiorentina,2023
1078,Yerry Mina,Difensore centrale,3000000.0,ACF Fiorentina,2023
1079,Christian Dalle Mura,Difensore centrale,850000.0,ACF Fiorentina,2023
1080,Pietro Comuzzo,Difensore centrale,700000.0,ACF Fiorentina,2023
1081,Christian Biagetti,Difensore centrale,150000.0,ACF Fiorentina,2023
1082,Fabiano Parisi,Terzino sinistro,9500000.0,ACF Fiorentina,2023
1083,Cristiano Biraghi,Terzino sinistro,3500000.0,ACF Fiorentina,2023
1084,Niccolò Fortini,Terzino sinistro,500000.0,ACF Fiorentina,2023
1085,Michael Kayode,Terzino destro,25000000.0,ACF Fiorentina,2023
1086,Dodô,Terzino destro,17000000.0,ACF Fiorentina,2023
1087,Niccolò Pierozzi,Terzino destro,1800000.0,ACF Fiorentina,2023
1088,Davide Faraoni,Terzino destro,1500000.0,ACF Fiorentina,2023
1089,Sofyan Amrabat,Mediano,22000000.0,ACF Fiorentina,2023
1090,Arthur Melo,Mediano,15000000.0,ACF Fiorentina,2023
1091,Rolando Mandragora,Mediano,8500000.0,ACF Fiorentina,2023
1092,Maxime Lopez,Mediano,7500000.0,ACF Fiorentina,2023
1093,Lorenzo Amatucci,Mediano,1000000.0,ACF Fiorentina,2023
1094,Gaetano Castrovilli,Centrale,7000000.0,ACF Fiorentina,2023
1095,Alfred Duncan,Centrale,4000000.0,ACF Fiorentina,2023
1096,Giacomo Bonaventura,Centrale,3000000.0,ACF Fiorentina,2023
1097,Gino Infantino,Centrale,3000000.0,ACF Fiorentina,2023
1098,Lucas Beltrán,Trequartista,16000000.0,ACF Fiorentina,2023
1099,Antonín Barák,Trequartista,4500000.0,ACF Fiorentina,2023
1100,Abdelhamid Sabiri,Trequartista,2200000.0,ACF Fiorentina,2023
1101,Christian Kouamé,Ala sinistra,7500000.0,ACF Fiorentina,2023
1102,Riccardo Sottil,Ala sinistra,6000000.0,ACF Fiorentina,2023
1103,Josip Brekalo,Ala sinistra,3500000.0,ACF Fiorentina,2023
1104,Maat Daniel Caprini,Ala sinistra,0.0,ACF Fiorentina,2023
1105,Nico González,Ala destra,35000000.0,ACF Fiorentina,2023
1106,Jonathan Ikoné,Ala destra,10000000.0,ACF Fiorentina,2023
1107,Aleksandr Kokorin,Seconda punta,800000.0,ACF Fiorentina,2023
1108,Luka Jović,Punta centrale,7000000.0,ACF Fiorentina,2023
1109,M'Bala Nzola,Punta centrale,7000000.0,ACF Fiorentina,2023
1110,Andrea Belotti,Punta centrale,5000000.0,ACF Fiorentina,2023
1111,Fallou Sene,Punta centrale,200000.0,ACF Fiorentina,2023
1112,Vanja Milinković-Savić,Portiere,5000000.0,Torino FC,2023
1113,Mihai Popa,Portiere,800000.0,Torino FC,2023
1114,Luca Gemello,Portiere,300000.0,Torino FC,2023
1115,Pietro Passador,Portiere,100000.0,Torino FC,2023
1116,Matteo Brezzo,Portiere,25000.0,Torino FC,2023
1117,Alessandro Buongiorno,Difensore centrale,35000000.0,Torino FC,2023
1118,Wilfried Singo,Difensore centrale,25000000.0,Torino FC,2023
1119,Perr Schuurs,Difensore centrale,25000000.0,Torino FC,2023
1120,Matteo Lovato,Difensore centrale,4000000.0,Torino FC,2023
1121,David Zima,Difensore centrale,4000000.0,Torino FC,2023
1122,Saba Sazonov,Difensore centrale,2800000.0,Torino FC,2023
1123,Koffi Djidji,Difensore centrale,2500000.0,Torino FC,2023
1124,Adam Masina,Difensore centrale,1500000.0,Torino FC,2023
1125,Alessandro Dellavalle,Difensore centrale,800000.0,Torino FC,2023
1126,Côme Bianay Balcot,Difensore centrale,200000.0,Torino FC,2023
1127,Ange Caumenan N'Guessan,Difensore centrale,200000.0,Torino FC,2023
1128,Ricardo Rodríguez,Terzino sinistro,3500000.0,Torino FC,2023
1129,Vimoj Muntu Wa Mungu,Terzino sinistro,300000.0,Torino FC,2023
1130,Jacopo Antolini,Terzino sinistro,100000.0,Torino FC,2023
1131,Mërgim Vojvoda,Terzino destro,3000000.0,Torino FC,2023
1132,Brandon Soppy,Terzino destro,2000000.0,Torino FC,2023
1133,Samuele Ricci,Mediano,22000000.0,Torino FC,2023
1134,Adrien Tamèze,Mediano,5000000.0,Torino FC,2023
1135,Ivan Ilić,Centrale,18000000.0,Torino FC,2023
1136,Karol Linetty,Centrale,3500000.0,Torino FC,2023
1137,Emirhan İlkhan,Centrale,3000000.0,Torino FC,2023
1138,Gvidas Gineitis,Centrale,2000000.0,Torino FC,2023
1139,Aaron Ciammaglichella,Centrale,1000000.0,Torino FC,2023
1140,Jonathan Silva,Centrale,400000.0,Torino FC,2023
1141,Raoul Bellanova,Centrocampista di destra,15000000.0,Torino FC,2023
1142,Brian Bayeye,Centrocampista di destra,400000.0,Torino FC,2023
1143,Ali Dembélé,Centrocampista di destra,300000.0,Torino FC,2023
1144,Valentino Lazaro,Centrocampista di sinistra,3500000.0,Torino FC,2023
1145,Nikola Vlašić,Trequartista,10000000.0,Torino FC,2023
1146,Simone Verdi,Trequartista,2500000.0,Torino FC,2023
1147,Nemanja Radonjić,Ala sinistra,2800000.0,Torino FC,2023
1148,Yann Karamoh,Ala sinistra,2500000.0,Torino FC,2023
1149,Alieu Njie,Ala sinistra,300000.0,Torino FC,2023
1150,Demba Seck,Ala destra,2000000.0,Torino FC,2023
1151,Zanos Savva,Ala destra,1000000.0,Torino FC,2023
1152,Uros Kabic,Ala destra,1000000.0,Torino FC,2023
1153,Duván Zapata,Punta centrale,8000000.0,Torino FC,2023
1154,Antonio Sanabria,Punta centrale,7000000.0,Torino FC,2023
1155,Pietro Pellegri,Punta centrale,3000000.0,Torino FC,2023
1156,David Okereke,Punta centrale,2400000.0,Torino FC,2023
1157,Ivan Provedel,Portiere,14000000.0,SS Lazio,2023
1158,Christos Mandas,Portiere,3000000.0,SS Lazio,2023
1159,Luigi Sepe,Portiere,500000.0,SS Lazio,2023
1160,Federico Magro,Portiere,250000.0,SS Lazio,2023
1161,Marius Adamonis,Portiere,200000.0,SS Lazio,2023
1162,Alessio Furlanetto,Portiere,50000.0,SS Lazio,2023
1163,Davide Renzetti,Portiere,50000.0,SS Lazio,2023
1164,Alessio Romagnoli,Difensore centrale,15000000.0,SS Lazio,2023
1165,Nicolò Casale,Difensore centrale,14000000.0,SS Lazio,2023
1166,Mario Gila,Difensore centrale,13000000.0,SS Lazio,2023
1167,Patric,Difensore centrale,4000000.0,SS Lazio,2023
1168,Fabio Andrea Ruggeri,Difensore centrale,200000.0,SS Lazio,2023
1169,Matteo Duțu,Difensore centrale,200000.0,SS Lazio,2023
1170,Luca Pellegrini,Terzino sinistro,3500000.0,SS Lazio,2023
1171,Dimitrije Kamenovic,Terzino sinistro,800000.0,SS Lazio,2023
1172,Adam Marusic,Terzino destro,5000000.0,SS Lazio,2023
1173,Elseid Hysaj,Terzino destro,2500000.0,SS Lazio,2023
1174,Nicolò Rovella,Mediano,18000000.0,SS Lazio,2023
1175,Danilo Cataldi,Mediano,5500000.0,SS Lazio,2023
1176,Mattéo Guendouzi,Centrale,25000000.0,SS Lazio,2023
1177,Toma Bašić,Centrale,2800000.0,SS Lazio,2023
1178,Matías Vecino,Centrale,2500000.0,SS Lazio,2023
1179,Larsson Coulibaly,Centrale,50000.0,SS Lazio,2023
1180,Manuel Lazzari,Centrocampista di destra,4000000.0,SS Lazio,2023
1181,Daichi Kamada,Trequartista,18000000.0,SS Lazio,2023
1182,Luis Alberto,Trequartista,11000000.0,SS Lazio,2023
1183,André Anderson,Trequartista,400000.0,SS Lazio,2023
1184,Luca Napolitano,Trequartista,50000.0,SS Lazio,2023
1185,Mattia Zaccagni,Ala sinistra,20000000.0,SS Lazio,2023
1186,Felipe Anderson,Ala sinistra,8000000.0,SS Lazio,2023
