,Name,Role,Market Value,Squadra,Season
396,Martin Palumbo,Centrale,700000.0,Udinese Calcio,2022
397,Matteo Bassi,Centrale,10000.0,Udinese Calcio,2022
398,Festy Ebosele,Centrocampista di destra,3500000.0,Udinese Calcio,2022
399,Simone Pafundi,Trequartista,8000000.0,Udinese Calcio,2022
400,Tolgay Arslan,Trequartista,1400000.0,Udinese Calcio,2022
401,Alberto Centis,Trequartista,75000.0,Udinese Calcio,2022
402,Florian Thauvin,Ala destra,3500000.0,Udinese Calcio,2022
403,Diego Russo,Ala destra,0.0,Udinese Calcio,2022
404,Beto,Punta centrale,25000000.0,Udinese Calcio,2022
405,Gerard Deulofeu,Punta centrale,10000000.0,Udinese Calcio,2022
406,Isaac Success,Punta centrale,4000000.0,Udinese Calcio,2022
407,Vivaldo Semedo,Punta centrale,500000.0,Udinese Calcio,2022
408,Ilija Nestorovski,Punta centrale,400000.0,Udinese Calcio,2022
409,Lukasz Skorupski,Portiere,3500000.0,Bologna FC 1909,2022
410,Federico Ravaglia,Portiere,450000.0,Bologna FC 1909,2022
411,Francesco Bardi,Portiere,400000.0,Bologna FC 1909,2022
412,Nicola Bagnolini,Portiere,200000.0,Bologna FC 1909,2022
413,Francesco Raffaelli,Portiere,0.0,Bologna FC 1909,2022
414,Jhon Lucumí,Difensore centrale,12000000.0,Bologna FC 1909,2022
415,Joaquín Sosa,Difensore centrale,3000000.0,Bologna FC 1909,2022
416,Adama Soumaoro,Difensore centrale,3000000.0,Bologna FC 1909,2022
417,Kevin Bonifazi,Difensore centrale,2800000.0,Bologna FC 1909,2022
418,Gary Medel,Difensore centrale,800000.0,Bologna FC 1909,2022
419,Wisdom Amey,Difensore centrale,700000.0,Bologna FC 1909,2022
420,Matteo Angeli,Difensore centrale,450000.0,Bologna FC 1909,2022
421,Riccardo Stivanello,Difensore centrale,250000.0,Bologna FC 1909,2022
422,Mattia Motolese,Difensore centrale,125000.0,Bologna FC 1909,2022
423,Andrea Cambiaso,Terzino sinistro,8000000.0,Bologna FC 1909,2022
424,Charalampos Lykogiannis,Terzino sinistro,1000000.0,Bologna FC 1909,2022
425,Stefan Posch,Terzino destro,14000000.0,Bologna FC 1909,2022
426,Denso Kasius,Terzino destro,1700000.0,Bologna FC 1909,2022
427,Lorenzo De Silvestri,Terzino destro,400000.0,Bologna FC 1909,2022
428,Ibrahima Mbaye,Terzino destro,300000.0,Bologna FC 1909,2022
429,Jerdy Schouten,Mediano,12000000.0,Bologna FC 1909,2022
430,Nikola Moro,Mediano,6500000.0,Bologna FC 1909,2022
431,Nicolás Domínguez,Centrale,17000000.0,Bologna FC 1909,2022
432,Michel Aebischer,Centrale,4000000.0,Bologna FC 1909,2022
433,Niklas Pyyhtiä,Centrale,600000.0,Bologna FC 1909,2022
434,Kacper Urbanski,Centrale,600000.0,Bologna FC 1909,2022
435,Kingsley Michael,Centrale,250000.0,Bologna FC 1909,2022
436,Georgios Kyriakopoulos,Centrocampista di sinistra,3800000.0,Bologna FC 1909,2022
437,Lewis Ferguson,Trequartista,12000000.0,Bologna FC 1909,2022
438,Roberto Soriano,Trequartista,2500000.0,Bologna FC 1909,2022
439,Musa Barrow,Ala sinistra,11000000.0,Bologna FC 1909,2022
440,Nicola Sansone,Ala sinistra,1500000.0,Bologna FC 1909,2022
441,Riccardo Orsolini,Ala destra,12000000.0,Bologna FC 1909,2022
442,Emanuel Vignato,Ala destra,2000000.0,Bologna FC 1909,2022
443,Orji Okwonkwo,Ala destra,0.0,Bologna FC 1909,2022
444,Joshua Zirkzee,Punta centrale,9000000.0,Bologna FC 1909,2022
445,Marko Arnautovic,Punta centrale,5000000.0,Bologna FC 1909,2022
446,Antonio Raimondo,Punta centrale,800000.0,Bologna FC 1909,2022
447,Michele Di Gregorio,Portiere,8000000.0,AC Monza,2022
448,Alessio Cragno,Portiere,3000000.0,AC Monza,2022
449,Alessandro Sorrentino,Portiere,500000.0,AC Monza,2022
450,Eugenio Lamanna,Portiere,100000.0,AC Monza,2022
451,Marlon,Difensore centrale,6000000.0,AC Monza,2022
452,Pablo Marí,Difensore centrale,5000000.0,AC Monza,2022
453,Andrea Carboni,Difensore centrale,4000000.0,AC Monza,2022
454,Armando Izzo,Difensore centrale,3000000.0,AC Monza,2022
455,Luca Caldirola,Difensore centrale,1500000.0,AC Monza,2022
456,Valentin Antov,Difensore centrale,800000.0,AC Monza,2022
457,Luca Marrone,Difensore centrale,200000.0,AC Monza,2022
458,Sheriff Kassama,Difensore centrale,150000.0,AC Monza,2022
459,Gabriel Paletta,Difensore centrale,0.0,AC Monza,2022
460,Andrea Ranocchia,Difensore centrale,0.0,AC Monza,2022
461,Carlos Augusto,Terzino sinistro,15000000.0,AC Monza,2022
462,Franco Carboni,Terzino sinistro,1000000.0,AC Monza,2022
463,Samuele Birindelli,Terzino destro,2300000.0,AC Monza,2022
464,Gabriele Ferrarini,Terzino destro,550000.0,AC Monza,2022
465,Giulio Donati,Terzino destro,500000.0,AC Monza,2022
466,Nicolò Rovella,Mediano,18000000.0,AC Monza,2022
467,Andrea Barberis,Mediano,800000.0,AC Monza,2022
468,Antonis Siatounis,Mediano,75000.0,AC Monza,2022
469,Leonardo Colombo,Mediano,0.0,AC Monza,2022
470,Matteo Pessina,Centrale,15000000.0,AC Monza,2022
471,Stefano Sensi,Centrale,8000000.0,AC Monza,2022
472,Filippo Ranocchia,Centrale,1800000.0,AC Monza,2022
473,José Machín,Centrale,1500000.0,AC Monza,2022
474,Mattia Valoti,Centrale,1500000.0,AC Monza,2022
475,Warren Bondo,Centrale,700000.0,AC Monza,2022
476,Patrick Ciurria,Centrocampista di destra,5000000.0,AC Monza,2022
477,Salvatore Molina,Centrocampista di destra,650000.0,AC Monza,2022
478,Andrea Colpani,Trequartista,4000000.0,AC Monza,2022
479,Samuele Vignato,Trequartista,600000.0,AC Monza,2022
480,Andrea Ferraris,Ala sinistra,100000.0,AC Monza,2022
481,Marco D'Alessandro,Ala destra,700000.0,AC Monza,2022
482,Gianluca Caprari,Seconda punta,8000000.0,AC Monza,2022
483,Dany Mota,Seconda punta,6000000.0,AC Monza,2022
484,Andrea Petagna,Punta centrale,10000000.0,AC Monza,2022
485,Christian Gytkjaer,Punta centrale,800000.0,AC Monza,2022
486,Mirko Maric,Punta centrale,800000.0,AC Monza,2022
487,Leo dos Reis,Punta centrale,75000.0,AC Monza,2022
488,Guglielmo Vicario,Portiere,16000000.0,Empoli FC,2022
489,Samuele Perisan,Portiere,800000.0,Empoli FC,2022
490,Jacopo Furlan,Portiere,200000.0,Empoli FC,2022
491,Lovro Stubljar,Portiere,200000.0,Empoli FC,2022
492,Samir Ujkani,Portiere,100000.0,Empoli FC,2022
493,Gian Marco Fantoni,Portiere,50000.0,Empoli FC,2022
494,Jacopo Seghetti,Portiere,0.0,Empoli FC,2022
495,Koni De Winter,Difensore centrale,4000000.0,Empoli FC,2022
496,Ardian Ismajli,Difensore centrale,3500000.0,Empoli FC,2022
497,Sebastian Walukiewicz,Difensore centrale,3000000.0,Empoli FC,2022
498,Sebastiano Luperto,Difensore centrale,3000000.0,Empoli FC,2022
499,Gabriele Guarino,Difensore centrale,800000.0,Empoli FC,2022
500,Lorenzo Tonelli,Difensore centrale,500000.0,Empoli FC,2022
501,Gabriele Indragoli,Difensore centrale,100000.0,Empoli FC,2022
502,Fabiano Parisi,Terzino sinistro,10000000.0,Empoli FC,2022
503,Liberato Cacace,Terzino sinistro,2000000.0,Empoli FC,2022
504,Samuele Angori,Terzino sinistro,200000.0,Empoli FC,2022
505,Tyronne Ebuehi,Terzino destro,2500000.0,Empoli FC,2022
506,Petar Stojanović,Terzino destro,2300000.0,Empoli FC,2022
507,Răzvan Marin,Mediano,8000000.0,Empoli FC,2022
508,Alberto Grassi,Mediano,2000000.0,Empoli FC,2022
509,Leo Stulac,Mediano,1000000.0,Empoli FC,2022
510,Duccio Degli Innocenti,Mediano,500000.0,Empoli FC,2022
511,Jacopo Fazzini,Centrale,3500000.0,Empoli FC,2022
512,Filippo Bandinelli,Centrale,3500000.0,Empoli FC,2022
513,Liam Henderson,Centrale,2500000.0,Empoli FC,2022
514,Nicolas Haas,Centrale,2000000.0,Empoli FC,2022
515,Jean-Daniel Akpa Akpro,Centrale,1500000.0,Empoli FC,2022
516,Giovanni Crociata,Centrale,750000.0,Empoli FC,2022
517,Lorenzo Ignacchiti,Centrale,250000.0,Empoli FC,2022
518,Alessandro Renzi,Centrale,175000.0,Empoli FC,2022
519,Tommaso Baldanzi,Trequartista,15000000.0,Empoli FC,2022
520,Nedim Bajrami,Trequartista,7500000.0,Empoli FC,2022
521,Marko Pjaca,Ala sinistra,1700000.0,Empoli FC,2022
522,Emmanuel Ekong,Ala sinistra,250000.0,Empoli FC,2022
523,Emanuel Vignato,Ala destra,2000000.0,Empoli FC,2022
524,Davide Merola,Ala destra,400000.0,Empoli FC,2022
525,Nicolò Cambiaghi,Seconda punta,8000000.0,Empoli FC,2022
526,Martín Satriano,Punta centrale,7000000.0,Empoli FC,2022
527,Roberto Piccoli,Punta centrale,3500000.0,Empoli FC,2022
528,Sam Lammers,Punta centrale,2000000.0,Empoli FC,2022
529,Francesco Caputo,Punta centrale,1500000.0,Empoli FC,2022
530,Mattia Destro,Punta centrale,1300000.0,Empoli FC,2022
531,Herculano Nabian,Punta centrale,450000.0,Empoli FC,2022
532,Lorenzo Montipò,Portiere,4000000.0,Hellas Verona FC,2022
533,Simone Perilli,Portiere,200000.0,Hellas Verona FC,2022
534,Mattia Chiesa,Portiere,100000.0,Hellas Verona FC,2022
535,Alessandro Berardi,Portiere,50000.0,Hellas Verona FC,2022
536,Giacomo Toniolo,Portiere,10000.0,Hellas Verona FC,2022
537,Manuel Ravasio,Portiere,0.0,Hellas Verona FC,2022
538,Isak Hien,Difensore centrale,6000000.0,Hellas Verona FC,2022
539,Diego Coppola,Difensore centrale,4000000.0,Hellas Verona FC,2022
540,Koray Günter,Difensore centrale,3500000.0,Hellas Verona FC,2022
541,Giangiacomo Magnani,Difensore centrale,3000000.0,Hellas Verona FC,2022
542,Paweł Dawidowicz,Difensore centrale,3000000.0,Hellas Verona FC,2022
543,Bruno Amione,Difensore centrale,2700000.0,Hellas Verona FC,2022
544,Panagiotis Retsos,Difensore centrale,2000000.0,Hellas Verona FC,2022
545,Federico Ceccherini,Difensore centrale,1500000.0,Hellas Verona FC,2022
546,Josh Doig,Terzino sinistro,8000000.0,Hellas Verona FC,2022
547,Juan Cabal,Terzino sinistro,2500000.0,Hellas Verona FC,2022
548,Deyovaisio Zeefuik,Terzino sinistro,1200000.0,Hellas Verona FC,2022
549,Davide Faraoni,Terzino destro,3000000.0,Hellas Verona FC,2022
550,Fabio Depaoli,Terzino destro,3000000.0,Hellas Verona FC,2022
551,Filippo Terracciano,Terzino destro,1500000.0,Hellas Verona FC,2022
552,Adrien Tamèze,Mediano,6000000.0,Hellas Verona FC,2022
553,Oliver Abildgaard,Mediano,4500000.0,Hellas Verona FC,2022
554,Martin Hongla,Mediano,3000000.0,Hellas Verona FC,2022
555,Ibrahim Sulemana,Mediano,1500000.0,Hellas Verona FC,2022
556,Miguel Veloso,Mediano,500000.0,Hellas Verona FC,2022
557,Joselito,Mediano,75000.0,Hellas Verona FC,2022
558,Ivan Ilić,Centrale,19000000.0,Hellas Verona FC,2022
559,Ondrej Duda,Centrale,3400000.0,Hellas Verona FC,2022
560,Darko Lazović,Centrocampista di sinistra,2500000.0,Hellas Verona FC,2022
561,Antonín Barák,Trequartista,10000000.0,Hellas Verona FC,2022
562,Simone Verdi,Trequartista,4000000.0,Hellas Verona FC,2022
563,Ajdin Hrustić,Trequartista,1500000.0,Hellas Verona FC,2022
564,Mateusz Praszelik,Trequartista,900000.0,Hellas Verona FC,2022
565,Alessandro Cortinovis,Trequartista,700000.0,Hellas Verona FC,2022
566,Alphadjo Cissè,Trequartista,0.0,Hellas Verona FC,2022
567,Jayden Braaf,Ala sinistra,1000000.0,Hellas Verona FC,2022
568,Cyril Ngonge,Ala destra,2000000.0,Hellas Verona FC,2022
569,Yayah Kallon,Ala destra,1500000.0,Hellas Verona FC,2022
570,Davide Bragantini,Ala destra,150000.0,Hellas Verona FC,2022
571,Thomas Henry,Punta centrale,4000000.0,Hellas Verona FC,2022
572,Roberto Piccoli,Punta centrale,3500000.0,Hellas Verona FC,2022
573,Kevin Lasagna,Punta centrale,1800000.0,Hellas Verona FC,2022
574,Adolfo Gaich,Punta centrale,1800000.0,Hellas Verona FC,2022
575,Milan Djuric,Punta centrale,1000000.0,Hellas Verona FC,2022
576,Federico Caia,Punta centrale,150000.0,Hellas Verona FC,2022
577,Denis Cazzadori,Punta centrale,150000.0,Hellas Verona FC,2022
578,Guillermo Ochoa,Portiere,1500000.0,US Salernitana 1919,2022
579,Luigi Sepe,Portiere,1000000.0,US Salernitana 1919,2022
580,Alessandro Micai,Portiere,500000.0,US Salernitana 1919,2022
581,Vincenzo Fiorillo,Portiere,200000.0,US Salernitana 1919,2022
582,Jacopo De Matteis,Portiere,25000.0,US Salernitana 1919,2022
583,Andrea Sorrentino,Portiere,25000.0,US Salernitana 1919,2022
584,Pasquale Allocca,Portiere,0.0,US Salernitana 1919,2022
585,Flavius Daniliuc,Difensore centrale,8000000.0,US Salernitana 1919,2022
586,Lorenzo Pirola,Difensore centrale,8000000.0,US Salernitana 1919,2022
587,Matteo Lovato,Difensore centrale,6000000.0,US Salernitana 1919,2022
588,Dylan Bronn,Difensore centrale,2500000.0,US Salernitana 1919,2022
589,William Troost-Ekong,Difensore centrale,2500000.0,US Salernitana 1919,2022
590,Norbert Gyömbér,Difensore centrale,1500000.0,US Salernitana 1919,2022
591,Valerio Mantovani,Difensore centrale,700000.0,US Salernitana 1919,2022
592,Federico Fazio,Difensore centrale,400000.0,US Salernitana 1919,2022
593,Frédéric Veseli,Difensore centrale,300000.0,US Salernitana 1919,2022
594,Andrei Motoc,Difensore centrale,75000.0,US Salernitana 1919,2022
595,Domagoj Bradarić,Terzino sinistro,7000000.0,US Salernitana 1919,2022
596,Pawel Jaroszynski,Terzino sinistro,450000.0,US Salernitana 1919,2022
597,Sanasi Sy,Terzino sinistro,300000.0,US Salernitana 1919,2022
598,Pasquale Mazzocchi,Terzino destro,4800000.0,US Salernitana 1919,2022
599,Junior Sambia,Terzino destro,3500000.0,US Salernitana 1919,2022
600,Wajdi Kechrida,Terzino destro,800000.0,US Salernitana 1919,2022
601,Emil Bohinen,Mediano,3400000.0,US Salernitana 1919,2022
602,Ivan Radovanovic,Mediano,400000.0,US Salernitana 1919,2022
603,Giulio Maggiore,Centrale,5500000.0,US Salernitana 1919,2022
604,Lassana Coulibaly,Centrale,5000000.0,US Salernitana 1919,2022
605,Tonny Vilhena,Centrale,3800000.0,US Salernitana 1919,2022
606,Hans Nicolussi Caviglia,Centrale,2000000.0,US Salernitana 1919,2022
607,Domen Crnigoj,Centrale,1500000.0,US Salernitana 1919,2022
608,Leonardo Capezzi,Centrale,350000.0,US Salernitana 1919,2022
609,Michele Cavion,Centrale,350000.0,US Salernitana 1919,2022
610,Antonio Pio Iervolino,Centrale,100000.0,US Salernitana 1919,2022
611,Grigoris Kastanos,Trequartista,1800000.0,US Salernitana 1919,2022
612,Antonio Candreva,Trequartista,1500000.0,US Salernitana 1919,2022
613,Reda Boultam,Trequartista,400000.0,US Salernitana 1919,2022
614,Andres Sfait,Ala sinistra,50000.0,US Salernitana 1919,2022
615,Franck Ribéry,Ala sinistra,0.0,US Salernitana 1919,2022
616,Boulaye Dia,Punta centrale,25000000.0,US Salernitana 1919,2022
617,Krzysztof Piatek,Punta centrale,7000000.0,US Salernitana 1919,2022
618,Federico Bonazzoli,Punta centrale,4000000.0,US Salernitana 1919,2022
619,Erik Botheim,Punta centrale,3500000.0,US Salernitana 1919,2022
620,Diego Valencia,Punta centrale,2000000.0,US Salernitana 1919,2022
621,Edoardo Vergani,Punta centrale,450000.0,US Salernitana 1919,2022
622,Julian Kristoffersen,Punta centrale,175000.0,US Salernitana 1919,2022
623,Bartlomiej Dragowski,Portiere,4500000.0,Spezia Calcio,2022
624,Jeroen Zoet,Portiere,400000.0,Spezia Calcio,2022
625,Petar Zovko,Portiere,100000.0,Spezia Calcio,2022
626,Federico Marchetti,Portiere,50000.0,Spezia Calcio,2022
627,Leonardo Dido,Portiere,10000.0,Spezia Calcio,2022
628,Jakub Kiwior,Difensore centrale,25000000.0,Spezia Calcio,2022
629,Dimitrios Nikolaou,Difensore centrale,3500000.0,Spezia Calcio,2022
630,Przemysław Wiśniewski,Difensore centrale,3000000.0,Spezia Calcio,2022
631,Mattia Caldara,Difensore centrale,2000000.0,Spezia Calcio,2022
632,Petko Hristov,Difensore centrale,900000.0,Spezia Calcio,2022
633,Elio Capradossi,Difensore centrale,750000.0,Spezia Calcio,2022
634,Nicolò Bertola,Difensore centrale,150000.0,Spezia Calcio,2022
635,Simone Giorgeschi,Difensore centrale,50000.0,Spezia Calcio,2022
636,Arkadiusz Reca,Terzino sinistro,3000000.0,Spezia Calcio,2022
637,João Moutinho,Terzino sinistro,1500000.0,Spezia Calcio,2022
638,Leonardo Gabelli,Terzino sinistro,25000.0,Spezia Calcio,2022
639,Emil Holm,Terzino destro,5000000.0,Spezia Calcio,2022
640,Kelvin Amian,Terzino destro,3800000.0,Spezia Calcio,2022
641,Luca Vignali,Terzino destro,1000000.0,Spezia Calcio,2022
642,Salva Ferrer,Terzino destro,800000.0,Spezia Calcio,2022
643,Ethan Ampadu,Mediano,9000000.0,Spezia Calcio,2022
644,Salvatore Esposito,Mediano,3300000.0,Spezia Calcio,2022
645,Albin Ekdal,Mediano,800000.0,Spezia Calcio,2022
646,Aurélien Nguiamba,Mediano,300000.0,Spezia Calcio,2022
647,Simone Bastoni,Centrale,6500000.0,Spezia Calcio,2022
648,Szymon Żurkowski,Centrale,3500000.0,Spezia Calcio,2022
649,Mikael Egill Ellertsson,Centrale,1500000.0,Spezia Calcio,2022
650,Mehdi Bourabia,Centrale,1300000.0,Spezia Calcio,2022
651,Aimar Sher,Centrale,800000.0,Spezia Calcio,2022
652,Tio Cipot,Centrale,700000.0,Spezia Calcio,2022
653,Emil Kornvig,Centrale,450000.0,Spezia Calcio,2022
654,Jacopo Sala,Centrale,400000.0,Spezia Calcio,2022
655,Julius Beck,Centrale,250000.0,Spezia Calcio,2022
656,Pietro Candelari,Centrale,0.0,Spezia Calcio,2022
657,Daniel Maldini,Trequartista,3000000.0,Spezia Calcio,2022
658,Kevin Agudelo,Trequartista,3000000.0,Spezia Calcio,2022
659,Viktor Kovalenko,Trequartista,1500000.0,Spezia Calcio,2022
660,Leonardo Pedicillo,Trequartista,25000.0,Spezia Calcio,2022
661,Emmanuel Gyasi,Ala sinistra,2000000.0,Spezia Calcio,2022
662,Suf Podgoreanu,Ala sinistra,300000.0,Spezia Calcio,2022
663,Daniele Verde,Ala destra,3000000.0,Spezia Calcio,2022
664,Leandro Sanca,Ala destra,400000.0,Spezia Calcio,2022
665,Ognjen Stijepovic,Seconda punta,50000.0,Spezia Calcio,2022
666,M'Bala Nzola,Punta centrale,8000000.0,Spezia Calcio,2022
667,Eldor Shomurodov,Punta centrale,6000000.0,Spezia Calcio,2022
668,Raimonds Krollis,Punta centrale,2500000.0,Spezia Calcio,2022
669,David Strelec,Punta centrale,1100000.0,Spezia Calcio,2022
670,Samuel Mraz,Punta centrale,600000.0,Spezia Calcio,2022
671,Wladimiro Falcone,Portiere,5000000.0,US Lecce,2022
672,Federico Brancolini,Portiere,200000.0,US Lecce,2022
673,Marco Bleve,Portiere,150000.0,US Lecce,2022
674,Jasper Samooja,Portiere,75000.0,US Lecce,2022
675,Federico Baschirotto,Difensore centrale,8000000.0,US Lecce,2022
676,Marin Pongračić,Difensore centrale,4000000.0,US Lecce,2022
677,Samuel Umtiti,Difensore centrale,4000000.0,US Lecce,2022
678,Pietro Ceccaroni,Difensore centrale,1600000.0,US Lecce,2022
679,Mert Çetin,Difensore centrale,1200000.0,US Lecce,2022
680,Simone Romagnoli,Difensore centrale,750000.0,US Lecce,2022
681,Kastriot Dermaku,Difensore centrale,400000.0,US Lecce,2022
682,Alessandro Tuia,Difensore centrale,400000.0,US Lecce,2022
683,Mattia Ciucci,Difensore centrale,25000.0,US Lecce,2022
684,Antonino Gallo,Terzino sinistro,2500000.0,US Lecce,2022
685,Giuseppe Pezzella,Terzino sinistro,2500000.0,US Lecce,2022
686,Gianluca Frabotta,Terzino sinistro,1400000.0,US Lecce,2022
687,Valentin Gendrey,Terzino destro,4000000.0,US Lecce,2022
688,Arturo Calabresi,Terzino destro,1100000.0,US Lecce,2022
689,Tommaso Cassandro,Terzino destro,900000.0,US Lecce,2022
690,Mats Lemmens,Terzino destro,100000.0,US Lecce,2022
691,Morten Hjulmand,Mediano,15000000.0,US Lecce,2022
692,Alexis Blin,Mediano,2500000.0,US Lecce,2022
693,Joan González,Centrale,6000000.0,US Lecce,2022
694,Youssef Maleh,Centrale,4500000.0,US Lecce,2022
695,Kristijan Bistrovic,Centrale,2500000.0,US Lecce,2022
696,Kristoffer Askildsen,Centrale,2000000.0,US Lecce,2022
697,Daniel Samek,Centrale,1500000.0,US Lecce,2022
698,Thórir Jóhann Helgason,Centrale,800000.0,US Lecce,2022
699,Medon Berisha,Centrale,500000.0,US Lecce,2022
700,Rémi Oudin,Trequartista,4000000.0,US Lecce,2022
701,Marcin Listkowski,Trequartista,300000.0,US Lecce,2022
702,Lameck Banda,Ala sinistra,4000000.0,US Lecce,2022
703,Federico Di Francesco,Ala sinistra,1800000.0,US Lecce,2022
704,Francesco Di Mariano,Ala sinistra,1400000.0,US Lecce,2022
705,Gabriel Strefezza,Ala destra,10000000.0,US Lecce,2022
706,Pablo Rodríguez,Seconda punta,2000000.0,US Lecce,2022
707,Lorenzo Colombo,Punta centrale,5000000.0,US Lecce,2022
708,Assan Ceesay,Punta centrale,2500000.0,US Lecce,2022
709,Joel Voelkerling Persson,Punta centrale,600000.0,US Lecce,2022
710,Marco Carnesecchi,Portiere,13000000.0,US Cremonese,2022
711,Andrei Radu,Portiere,3500000.0,US Cremonese,2022
712,Mouhamadou Sarr,Portiere,400000.0,US Cremonese,2022
713,Gianluca Saro,Portiere,200000.0,US Cremonese,2022
714,Dorian Ciezkowski,Portiere,100000.0,US Cremonese,2022
715,Johan Vásquez,Difensore centrale,3600000.0,US Cremonese,2022
716,Jack Hendry,Difensore centrale,3000000.0,US Cremonese,2022
717,Emanuel Aiwu,Difensore centrale,3000000.0,US Cremonese,2022
718,Luka Lochoshvili,Difensore centrale,1800000.0,US Cremonese,2022
719,Luca Ravanelli,Difensore centrale,1400000.0,US Cremonese,2022
720,Alex Ferrari,Difensore centrale,1000000.0,US Cremonese,2022
721,Vlad Chiricheș,Difensore centrale,900000.0,US Cremonese,2022
722,Matteo Bianchetti,Difensore centrale,800000.0,US Cremonese,2022
723,Maissa Ndiaye,Difensore centrale,300000.0,US Cremonese,2022
724,Paolo Gardoni,Difensore centrale,25000.0,US Cremonese,2022
725,Emanuele Valeri,Terzino sinistro,3500000.0,US Cremonese,2022
726,Giacomo Quagliata,Terzino sinistro,2000000.0,US Cremonese,2022
727,Leonardo Sernicola,Terzino destro,2000000.0,US Cremonese,2022
728,Paolo Ghiglione,Terzino destro,1300000.0,US Cremonese,2022
729,Charles Pickel,Mediano,3800000.0,US Cremonese,2022
730,Michele Castagnetti,Mediano,700000.0,US Cremonese,2022
731,Paolo Bartolomei,Mediano,250000.0,US Cremonese,2022
732,Santiago Ascacíbar,Centrale,6500000.0,US Cremonese,2022
733,Soualiho Meïté,Centrale,3500000.0,US Cremonese,2022
734,Pablo Galdames,Centrale,2300000.0,US Cremonese,2022
735,Gonzalo Escalante,Centrale,2000000.0,US Cremonese,2022
736,Marco Benassi,Centrale,1500000.0,US Cremonese,2022
737,Tommaso Milanese,Centrale,1200000.0,US Cremonese,2022
738,Joshua Tenkorang,Centrale,200000.0,US Cremonese,2022
739,Christian Acella,Centrale,150000.0,US Cremonese,2022
740,Luca Borghesan,Centrale,50000.0,US Cremonese,2022
741,Jaime Báez,Ala sinistra,1200000.0,US Cremonese,2022
742,Cristian Buonaiuto,Ala sinistra,800000.0,US Cremonese,2022
743,Dennis Politic,Ala sinistra,150000.0,US Cremonese,2022
744,Luca Zanimacchia,Ala destra,1800000.0,US Cremonese,2022
745,Felix Afena-Gyan,Punta centrale,5000000.0,US Cremonese,2022
746,Cyriel Dessers,Punta centrale,5000000.0,US Cremonese,2022
747,David Okereke,Punta centrale,4000000.0,US Cremonese,2022
748,Frank Tsadjout,Punta centrale,1200000.0,US Cremonese,2022
749,Samuel Di Carmine,Punta centrale,350000.0,US Cremonese,2022
750,Daniel Ciofani,Punta centrale,200000.0,US Cremonese,2022
751,Alberto Basso Ricci,Punta centrale,100000.0,US Cremonese,2022
752,Emil Audero,Portiere,6000000.0,UC Sampdoria,2022
753,Nikita Contini,Portiere,500000.0,UC Sampdoria,2022
754,Martin Turk,Portiere,400000.0,UC Sampdoria,2022
755,Elia Tantalocchi,Portiere,100000.0,UC Sampdoria,2022
756,Nicola Ravaglia,Portiere,100000.0,UC Sampdoria,2022
757,Federico Zorzi,Portiere,10000.0,UC Sampdoria,2022
758,Koray Günter,Difensore centrale,3500000.0,UC Sampdoria,2022
759,Omar Colley,Difensore centrale,3000000.0,UC Sampdoria,2022
760,Bruno Amione,Difensore centrale,2700000.0,UC Sampdoria,2022
761,Maxime Leverbe,Difensore centrale,1200000.0,UC Sampdoria,2022
762,Alex Ferrari,Difensore centrale,1000000.0,UC Sampdoria,2022
763,Bram Nuytinck,Difensore centrale,1000000.0,UC Sampdoria,2022
764,Jeison Murillo,Difensore centrale,1000000.0,UC Sampdoria,2022
765,Marios Ikonomou,Difensore centrale,300000.0,UC Sampdoria,2022
766,Lorenzo Villa,Difensore centrale,75000.0,UC Sampdoria,2022
767,Arttu Lötjönen,Difensore centrale,25000.0,UC Sampdoria,2022
768,Tommaso Augello,Terzino sinistro,2000000.0,UC Sampdoria,2022
769,Nicola Murru,Terzino sinistro,1000000.0,UC Sampdoria,2022
770,Alessandro Zanoli,Terzino destro,6000000.0,UC Sampdoria,2022
771,Fabio Depaoli,Terzino destro,3000000.0,UC Sampdoria,2022
772,Bartosz Bereszyński,Terzino destro,1600000.0,UC Sampdoria,2022
773,Andrea Conti,Terzino destro,500000.0,UC Sampdoria,2022
774,Harry Winks,Mediano,10000000.0,UC Sampdoria,2022
775,Tomás Rincón,Mediano,800000.0,UC Sampdoria,2022
776,Gerard Yepes,Mediano,500000.0,UC Sampdoria,2022
777,Emirhan İlkhan,Centrale,4000000.0,UC Sampdoria,2022
778,Michaël Cuisance,Centrale,3000000.0,UC Sampdoria,2022
779,Gonzalo Villar,Centrale,2800000.0,UC Sampdoria,2022
780,Ronaldo Vieira,Centrale,2000000.0,UC Sampdoria,2022
781,Valerio Verre,Centrale,1800000.0,UC Sampdoria,2022
782,Flavio Paoletti,Centrale,800000.0,UC Sampdoria,2022
783,Simone Trimboli,Centrale,600000.0,UC Sampdoria,2022
784,Telasco Segovia,Centrale,500000.0,UC Sampdoria,2022
785,Lorenzo Malagrida,Centrocampista di sinistra,400000.0,UC Sampdoria,2022
786,Abdelhamid Sabiri,Trequartista,2500000.0,UC Sampdoria,2022
787,Filip Djuricic,Trequartista,1800000.0,UC Sampdoria,2022
788,Antonio Candreva,Trequartista,1500000.0,UC Sampdoria,2022
789,Jesé,Ala sinistra,1000000.0,UC Sampdoria,2022
790,Samuel Ntanda,Ala sinistra,0.0,UC Sampdoria,2022
791,Ignacio Pussetto,Ala destra,2500000.0,UC Sampdoria,2022
792,Mehdi Léris,Ala destra,2500000.0,UC Sampdoria,2022
