,anno,giornata,Home Team,Away Team,scorer,details
0,2022,1,Hellas Verona FC,SSC Napoli,Kevin Lasagna,"Kevin Lasagna, Sinistro, 1° gol stagionaleAssist:Koray Günter, Colpo di testa, 1° assist stagionale"
1,2022,1,Hellas Verona FC,SSC Napoli,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Colpo di testa, 1° gol stagionaleAssist:Hirving Lozano, Cross, 1° assist stagionale"
2,2022,1,Hellas Verona FC,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 1° gol stagionaleAssist:Giovanni Di Lorenzo, Passaggio, 1° assist stagionale"
3,2022,1,Hellas Verona FC,SSC Napoli,Thomas Henry,"Thomas Henry, Colpo di testa, 1° gol stagionaleAssist:Davide Faraoni, Cross, 1° assist stagionale"
4,2022,1,Hellas Verona FC,SSC Napoli,Piotr Zieliński,"Piotr Zieliński, Sinistro, 1° gol stagionaleAssist:Khvicha Kvaratskhelia, Passaggio, 1° assist stagionale"
5,2022,1,Hellas Verona FC,SSC Napoli,Stanislav Lobotka,"Stanislav Lobotka, Destro, 1° gol stagionaleAssist:Mário Rui, Passaggio, 1° assist stagionale"
6,2022,1,Hellas Verona FC,SSC Napoli,Matteo Politano,"Matteo Politano, Sinistro, 1° gol stagionaleAssist:Victor Osimhen, Passaggio, 1° assist stagionale"
7,2022,2,SSC Napoli,AC Monza,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Tiro dalla distanza, 2° gol stagionaleAssist:Piotr Zieliński, Passaggio, 1° assist stagionale"
8,2022,2,SSC Napoli,AC Monza,Victor Osimhen,"Victor Osimhen, Destro, 2° gol stagionaleAssist:Frank Anguissa, Passaggio, 1° assist stagionale"
9,2022,2,SSC Napoli,AC Monza,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Sinistro, 3° gol stagionaleAssist:Stanislav Lobotka, Passaggio, 1° assist stagionale"
10,2022,2,SSC Napoli,AC Monza,Min-jae Kim,"Min-jae Kim, Colpo di testa, 1° gol stagionaleAssist:Piotr Zieliński, Corner, 2° assist stagionale"
11,2022,3,ACF Fiorentina,SSC Napoli,NAN,NAN
12,2022,4,SSC Napoli,US Lecce,Eljif Elmas,"Eljif Elmas, Destro, 1° gol stagionaleAssist:Matteo Politano, 1° assist stagionale"
13,2022,4,SSC Napoli,US Lecce,Lorenzo Colombo,"Lorenzo Colombo, Sinistro, 1° gol stagionaleAssist:Morten Hjulmand, Passaggio, 1° assist stagionale"
14,2022,5,SS Lazio,SSC Napoli,Mattia Zaccagni,"Mattia Zaccagni, Destro, 1° gol stagionaleAssist:Felipe Anderson, Passaggio, 1° assist stagionale"
15,2022,5,SS Lazio,SSC Napoli,Min-jae Kim,"Min-jae Kim, Colpo di testa, 2° gol stagionaleAssist:Piotr Zieliński, Corner, 3° assist stagionale"
16,2022,5,SS Lazio,SSC Napoli,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Destro, 4° gol stagionaleAssist:Frank Anguissa, Passaggio, 2° assist stagionale"
17,2022,6,SSC Napoli,Spezia Calcio,Giacomo Raspadori,"Giacomo Raspadori, Destro, 1° gol stagionaleAssist:Gianluca Gaetano, Cross, 1° assist stagionale"
18,2022,7,AC Milan,SSC Napoli,Matteo Politano,"Matteo Politano, Rigore, 2° gol stagionaleAssist:Khvicha Kvaratskhelia, Rigore: fallo ai danni di"
19,2022,7,AC Milan,SSC Napoli,Olivier Giroud,"Olivier Giroud, Sinistro, 4° gol stagionaleAssist:Theo Hernández, Passaggio, 1° assist stagionale"
20,2022,7,AC Milan,SSC Napoli,Giovanni Simeone,"Giovanni Simeone, Colpo di testa, 1° gol stagionaleAssist:Mário Rui, Cross, 2° assist stagionale"
21,2022,8,SSC Napoli,Torino FC,Frank Anguissa,"Frank Anguissa, Colpo di testa, 1° gol stagionaleAssist:Mário Rui, Cross, 3° assist stagionale"
22,2022,8,SSC Napoli,Torino FC,Frank Anguissa,"Frank Anguissa, Azione personale, 2° gol stagionaleAssist:Matteo Politano, Passaggio, 2° assist stagionale"
23,2022,8,SSC Napoli,Torino FC,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Sinistro, 5° gol stagionaleAssist:Piotr Zieliński, Passaggio, 4° assist stagionale"
24,2022,8,SSC Napoli,Torino FC,Antonio Sanabria,"Antonio Sanabria, Destro, 2° gol stagionaleAssist: Senza assist"
25,2022,9,US Cremonese,SSC Napoli,Matteo Politano,"Matteo Politano, Rigore, 3° gol stagionaleAssist:Khvicha Kvaratskhelia, Rigore: fallo ai danni di"
26,2022,9,US Cremonese,SSC Napoli,Cyriel Dessers,"Cyriel Dessers, Destro, 1° gol stagionaleAssist: Senza assist"
27,2022,9,US Cremonese,SSC Napoli,Giovanni Simeone,"Giovanni Simeone, Colpo di testa, 2° gol stagionaleAssist:Mário Rui, Cross, 4° assist stagionale"
28,2022,9,US Cremonese,SSC Napoli,Hirving Lozano,"Hirving Lozano, Azione in contropiede, 1° gol stagionaleAssist:Khvicha Kvaratskhelia, Passaggio, 4° assist stagionale"
29,2022,9,US Cremonese,SSC Napoli,Mathías Olivera,"Mathías Olivera, Colpo di testa, 1° gol stagionaleAssist:Giovanni Di Lorenzo, Cross, 2° assist stagionale"
30,2022,10,SSC Napoli,Bologna FC 1909,Joshua Zirkzee,"Joshua Zirkzee, Sinistro, 1° gol stagionaleAssist:Andrea Cambiaso, Passaggio, 1° assist stagionale"
31,2022,10,SSC Napoli,Bologna FC 1909,Juan Jesus,"Juan Jesus, Destro, 1° gol stagionaleAssist: Senza assist"
32,2022,10,SSC Napoli,Bologna FC 1909,Hirving Lozano,"Hirving Lozano, Destro, 2° gol stagionaleAssist: Senza assist"
33,2022,10,SSC Napoli,Bologna FC 1909,Musa Barrow,"Musa Barrow, Destro, 2° gol stagionaleAssist:Andrea Cambiaso, Passaggio, 2° assist stagionale"
34,2022,10,SSC Napoli,Bologna FC 1909,Victor Osimhen,"Victor Osimhen, Sinistro, 3° gol stagionaleAssist:Khvicha Kvaratskhelia, Passaggio, 5° assist stagionale"
35,2022,11,AS Roma,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 4° gol stagionaleAssist:Matteo Politano, Passaggio, 3° assist stagionale"
36,2022,12,SSC Napoli,US Sassuolo Calcio,Victor Osimhen,"Victor Osimhen, Sinistro, 5° gol stagionaleAssist:Khvicha Kvaratskhelia, Colpo di testa, 6° assist stagionale"
37,2022,12,SSC Napoli,US Sassuolo Calcio,Victor Osimhen,"Victor Osimhen, Destro, 6° gol stagionaleAssist:Khvicha Kvaratskhelia, Passaggio, 7° assist stagionale"
38,2022,12,SSC Napoli,US Sassuolo Calcio,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Destro, 6° gol stagionaleAssist:Mário Rui, Passaggio, 5° assist stagionale"
39,2022,12,SSC Napoli,US Sassuolo Calcio,Victor Osimhen,"Victor Osimhen, Destro, 7° gol stagionaleAssist: Senza assist"
40,2022,13,Atalanta BC,SSC Napoli,Ademola Lookman,"Ademola Lookman, Rigore, 6° gol stagionaleAssist: Rigore: mani diVictor Osimhen"
41,2022,13,Atalanta BC,SSC Napoli,Victor Osimhen,"Victor Osimhen, Colpo di testa, 8° gol stagionaleAssist:Piotr Zieliński, Cross, 5° assist stagionale"
42,2022,13,Atalanta BC,SSC Napoli,Eljif Elmas,"Eljif Elmas, Sinistro, 2° gol stagionaleAssist:Victor Osimhen, Passaggio, 3° assist stagionale"
43,2022,14,SSC Napoli,Empoli FC,Hirving Lozano,"Hirving Lozano, Rigore, 3° gol stagionaleAssist:Victor Osimhen, Rigore: fallo ai danni di"
44,2022,14,SSC Napoli,Empoli FC,Piotr Zieliński,"Piotr Zieliński, Sinistro, 2° gol stagionaleAssist:Hirving Lozano, Cross, 2° assist stagionale"
45,2022,15,SSC Napoli,Udinese Calcio,Victor Osimhen,"Victor Osimhen, Colpo di testa, 9° gol stagionaleAssist:Eljif Elmas, Cross, 1° assist stagionale"
46,2022,15,SSC Napoli,Udinese Calcio,Piotr Zieliński,"Piotr Zieliński, Destro, 3° gol stagionaleAssist:Hirving Lozano, Passaggio, 3° assist stagionale"
47,2022,15,SSC Napoli,Udinese Calcio,Eljif Elmas,"Eljif Elmas, Destro, 3° gol stagionaleAssist:Frank Anguissa, Passaggio, 3° assist stagionale"
48,2022,15,SSC Napoli,Udinese Calcio,Ilija Nestorovski,"Ilija Nestorovski, Sinistro, 1° gol stagionaleAssist:Isaac Success, Passaggio, 3° assist stagionale"
49,2022,15,SSC Napoli,Udinese Calcio,Lazar Samardžić,"Lazar Samardžić, Tiro dalla distanza, 3° gol stagionaleAssist: Senza assist"
50,2022,16,FC Internazionale Milano,SSC Napoli,Edin Dzeko,"Edin Dzeko, Colpo di testa, 7° gol stagionaleAssist:Federico Dimarco, Cross, 2° assist stagionale"
51,2022,17,UC Sampdoria,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 10° gol stagionaleAssist:Mário Rui, Passaggio, 6° assist stagionale"
52,2022,17,UC Sampdoria,SSC Napoli,Eljif Elmas,"Eljif Elmas, Rigore, 4° gol stagionaleAssist: Rigore: mani diRonaldo Vieira"
53,2022,18,SSC Napoli,Juventus FC,Victor Osimhen,"Victor Osimhen, Colpo di testa, 11° gol stagionale"
54,2022,18,SSC Napoli,Juventus FC,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Destro, 7° gol stagionaleAssist:Victor Osimhen, Passaggio, 4° assist stagionale"
55,2022,18,SSC Napoli,Juventus FC,Ángel Di María,"Ángel Di María, Sinistro, 2° gol stagionaleAssist:Arkadiusz Milik, Passaggio, 1° assist stagionale"
56,2022,18,SSC Napoli,Juventus FC,Amir Rrahmani,"Amir Rrahmani, Destro, 1° gol stagionaleAssist:Khvicha Kvaratskhelia, Corner, 8° assist stagionale"
57,2022,18,SSC Napoli,Juventus FC,Victor Osimhen,"Victor Osimhen, Colpo di testa, 12° gol stagionaleAssist:Khvicha Kvaratskhelia, Cross, 9° assist stagionale"
58,2022,18,SSC Napoli,Juventus FC,Eljif Elmas,"Eljif Elmas, Sinistro, 5° gol stagionaleAssist:Giovanni Di Lorenzo, Passaggio, 3° assist stagionale"
59,2022,19,US Salernitana 1919,SSC Napoli,Giovanni Di Lorenzo,"Giovanni Di Lorenzo, Destro, 1° gol stagionaleAssist:Frank Anguissa, Passaggio, 4° assist stagionale"
60,2022,19,US Salernitana 1919,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 13° gol stagionaleAssist: Senza assist"
61,2022,20,SSC Napoli,AS Roma,Victor Osimhen,"Victor Osimhen, Destro, 14° gol stagionaleAssist:Khvicha Kvaratskhelia, Cross, 10° assist stagionale"
62,2022,20,SSC Napoli,AS Roma,Stephan El Shaarawy,"Stephan El Shaarawy, Destro, 3° gol stagionaleAssist:Nicola Zalewski, Cross, 1° assist stagionale"
63,2022,20,SSC Napoli,AS Roma,Giovanni Simeone,"Giovanni Simeone, Sinistro, 3° gol stagionaleAssist:Piotr Zieliński, Passaggio, 6° assist stagionale"
64,2022,21,Spezia Calcio,SSC Napoli,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Rigore, 8° gol stagionaleAssist: Rigore: mani diArkadiusz Reca"
65,2022,21,Spezia Calcio,SSC Napoli,Victor Osimhen,"Victor Osimhen, Colpo di testa, 15° gol stagionaleAssist: Senza assist"
66,2022,21,Spezia Calcio,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 16° gol stagionaleAssist:Khvicha Kvaratskhelia, Passaggio, 11° assist stagionale"
67,2022,22,SSC Napoli,US Cremonese,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Destro, 9° gol stagionaleAssist: Senza assist"
68,2022,22,SSC Napoli,US Cremonese,Victor Osimhen,"Victor Osimhen, Destro, 17° gol stagionaleAssist:Min-jae Kim, Colpo di testa, 1° assist stagionale"
69,2022,22,SSC Napoli,US Cremonese,Eljif Elmas,"Eljif Elmas, Destro, 6° gol stagionaleAssist:Giovanni Di Lorenzo, Passaggio, 4° assist stagionale"
70,2022,23,US Sassuolo Calcio,SSC Napoli,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Destro, 10° gol stagionaleAssist:Mathías Olivera, Passaggio, 1° assist stagionale"
71,2022,23,US Sassuolo Calcio,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 18° gol stagionaleAssist:Amir Rrahmani, Passaggio, 1° assist stagionale"
72,2022,24,Empoli FC,SSC Napoli,Ardian Ismajli,"Ardian Ismajli, AutoreteAssist:Piotr Zieliński, Cross, 7° assist stagionale"
73,2022,24,Empoli FC,SSC Napoli,Victor Osimhen,"Victor Osimhen, Tap-in, 19° gol stagionaleAssist: Senza assist"
74,2022,25,SSC Napoli,SS Lazio,Matías Vecino,"Matías Vecino, Tiro dalla distanza, 2° gol stagionaleAssist: Senza assist"
75,2022,26,SSC Napoli,Atalanta BC,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Azione in contropiede, 11° gol stagionaleAssist:Victor Osimhen, Passaggio, 5° assist stagionale"
76,2022,26,SSC Napoli,Atalanta BC,Amir Rrahmani,"Amir Rrahmani, Colpo di testa, 2° gol stagionaleAssist:Eljif Elmas, Corner, 2° assist stagionale"
77,2022,27,Torino FC,SSC Napoli,Victor Osimhen,"Victor Osimhen, Colpo di testa, 20° gol stagionaleAssist:Piotr Zieliński, Corner, 8° assist stagionale"
78,2022,27,Torino FC,SSC Napoli,Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia, Rigore, 12° gol stagionaleAssist:Khvicha Kvaratskhelia, Rigore: fallo ai danni di"
79,2022,27,Torino FC,SSC Napoli,Victor Osimhen,"Victor Osimhen, Colpo di testa, 21° gol stagionaleAssist:Mathías Olivera, Cross, 2° assist stagionale"
80,2022,27,Torino FC,SSC Napoli,Tanguy Ndombélé,"Tanguy Ndombélé, Destro, 1° gol stagionaleAssist:Khvicha Kvaratskhelia, Passaggio, 13° assist stagionale"
81,2022,28,SSC Napoli,AC Milan,Rafael Leão,"Rafael Leão, Destro, 9° gol stagionaleAssist:Brahim Díaz, Passaggio, 3° assist stagionale"
82,2022,28,SSC Napoli,AC Milan,Brahim Díaz,"Brahim Díaz, Tiro deviato, 5° gol stagionaleAssist: Senza assist"
83,2022,28,SSC Napoli,AC Milan,Rafael Leão,"Rafael Leão, Azione in contropiede, 10° gol stagionaleAssist:Sandro Tonali, Passaggio, 5° assist stagionale"
84,2022,28,SSC Napoli,AC Milan,Alexis Saelemaekers,"Alexis Saelemaekers, Azione personale, 1° gol stagionaleAssist:Davide Calabria, Passaggio, 4° assist stagionale"
85,2022,29,US Lecce,SSC Napoli,Giovanni Di Lorenzo,"Giovanni Di Lorenzo, Colpo di testa, 2° gol stagionaleAssist:Min-jae Kim, Cross, 2° assist stagionale"
86,2022,29,US Lecce,SSC Napoli,Federico Di Francesco,"Federico Di Francesco, Destro, 2° gol stagionaleAssist: Senza assist"
87,2022,29,US Lecce,SSC Napoli,Antonino Gallo,"Antonino Gallo, AutoreteAssist:Mário Rui, Cross, 7° assist stagionale"
88,2022,30,SSC Napoli,Hellas Verona FC,NAN,NAN
89,2022,31,Juventus FC,SSC Napoli,Giacomo Raspadori,"Giacomo Raspadori, Sinistro, 2° gol stagionaleAssist:Eljif Elmas, Cross, 3° assist stagionale"
90,2022,32,SSC Napoli,US Salernitana 1919,Mathías Olivera,"Mathías Olivera, Colpo di testa, 2° gol stagionaleAssist:Giacomo Raspadori, Corner, 1° assist stagionale"
91,2022,32,SSC Napoli,US Salernitana 1919,Boulaye Dia,"Boulaye Dia, Sinistro, 12° gol stagionaleAssist:Grigoris Kastanos, Passaggio, 1° assist stagionale"
92,2022,33,Udinese Calcio,SSC Napoli,Sandi Lovrić,"Sandi Lovrić, Destro, 5° gol stagionaleAssist:Destiny Udogie, Passaggio, 4° assist stagionale"
93,2022,33,Udinese Calcio,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 22° gol stagionaleAssist: Senza assist"
94,2022,34,SSC Napoli,ACF Fiorentina,Victor Osimhen,"Victor Osimhen, Rigore, 23° gol stagionaleAssist:Khvicha Kvaratskhelia, Rigore: fallo ai danni di"
95,2022,35,AC Monza,SSC Napoli,Dany Mota,"Dany Mota, Destro, 5° gol stagionaleAssist:Matteo Pessina, Passaggio, 3° assist stagionale"
96,2022,35,AC Monza,SSC Napoli,Andrea Petagna,"Andrea Petagna, Sinistro, 3° gol stagionaleAssist: Senza assist"
97,2022,36,SSC Napoli,FC Internazionale Milano,Frank Anguissa,"Frank Anguissa, Destro, 3° gol stagionaleAssist:Piotr Zieliński, Passaggio, 9° assist stagionale"
98,2022,36,SSC Napoli,FC Internazionale Milano,Romelu Lukaku,"Romelu Lukaku, Destro, 9° gol stagionaleAssist:Federico Dimarco, Cross, 5° assist stagionale"
99,2022,36,SSC Napoli,FC Internazionale Milano,Giovanni Di Lorenzo,"Giovanni Di Lorenzo, Sinistro, 3° gol stagionaleAssist:Frank Anguissa, Passaggio, 5° assist stagionale"
100,2022,36,SSC Napoli,FC Internazionale Milano,Gianluca Gaetano,"Gianluca Gaetano, Destro, 1° gol stagionaleAssist:Giovanni Simeone, Passaggio, 1° assist stagionale"
101,2022,37,Bologna FC 1909,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 24° gol stagionaleAssist: Senza assist"
102,2022,37,Bologna FC 1909,SSC Napoli,Victor Osimhen,"Victor Osimhen, Destro, 25° gol stagionaleAssist:Bartosz Bereszyński, Passaggio, 1° assist stagionale"
103,2022,37,Bologna FC 1909,SSC Napoli,Lewis Ferguson,"Lewis Ferguson, Tap-in, 6° gol stagionaleAssist: Senza assist"
104,2022,37,Bologna FC 1909,SSC Napoli,Lorenzo De Silvestri,"Lorenzo De Silvestri, Colpo di testa, 1° gol stagionaleAssist:Nicola Sansone, Corner, 4° assist stagionale"
105,2022,38,SSC Napoli,UC Sampdoria,Victor Osimhen,"Victor Osimhen, Rigore, 26° gol stagionaleAssist:Victor Osimhen, Rigore: fallo ai danni di"
106,2022,38,SSC Napoli,UC Sampdoria,Giovanni Simeone,"Giovanni Simeone, Tiro dalla distanza, 4° gol stagionaleAssist:Giacomo Raspadori, Passaggio, 2° assist stagionale"
107,2022,1,US Lecce,FC Internazionale Milano,Romelu Lukaku,"Romelu Lukaku, Colpo di testa, 1° gol stagionaleAssist:Matteo Darmian, Colpo di testa, 1° assist stagionale"
108,2022,1,US Lecce,FC Internazionale Milano,Assan Ceesay,"Assan Ceesay, Sinistro, 1° gol stagionaleAssist:Federico Di Francesco, Passaggio, 1° assist stagionale"
109,2022,1,US Lecce,FC Internazionale Milano,Denzel Dumfries,"Denzel Dumfries, Tap-in, 1° gol stagionaleAssist:Lautaro Martínez, Colpo di testa, 1° assist stagionale"
110,2022,2,FC Internazionale Milano,Spezia Calcio,Lautaro Martínez,"Lautaro Martínez, Sinistro, 1° gol stagionaleAssist:Romelu Lukaku, Colpo di testa, 1° assist stagionale"
111,2022,2,FC Internazionale Milano,Spezia Calcio,Hakan Çalhanoğlu,"Hakan Çalhanoğlu, Destro, 1° gol stagionaleAssist: Senza assist"
112,2022,2,FC Internazionale Milano,Spezia Calcio,Joaquín Correa,"Joaquín Correa, Destro, 1° gol stagionaleAssist:Edin Dzeko, Passaggio, 1° assist stagionale"
113,2022,3,SS Lazio,FC Internazionale Milano,Felipe Anderson,"Felipe Anderson, Colpo di testa, 1° gol stagionaleAssist:Sergej Milinković-Savić, Passaggio, 2° assist stagionale"
114,2022,3,SS Lazio,FC Internazionale Milano,Lautaro Martínez,"Lautaro Martínez, Destro, 2° gol stagionaleAssist:Denzel Dumfries, Colpo di testa, 1° assist stagionale"
115,2022,3,SS Lazio,FC Internazionale Milano,Luis Alberto,"Luis Alberto, Destro, 1° gol stagionaleAssist:Pedro, Passaggio, 1° assist stagionale"
116,2022,3,SS Lazio,FC Internazionale Milano,Pedro,"Pedro, Destro, 1° gol stagionaleAssist:Ciro Immobile, Passaggio, 1° assist stagionale"
117,2022,4,FC Internazionale Milano,US Cremonese,Joaquín Correa,"Joaquín Correa, Azione in contropiede, 2° gol stagionaleAssist:Edin Dzeko, Tiro in porta, 2° assist stagionale"
118,2022,4,FC Internazionale Milano,US Cremonese,Nicolò Barella,"Nicolò Barella, Destro, 1° gol stagionaleAssist:Hakan Çalhanoğlu, Passaggio, 1° assist stagionale"
119,2022,4,FC Internazionale Milano,US Cremonese,Lautaro Martínez,"Lautaro Martínez, Azione in contropiede, 3° gol stagionaleAssist:Nicolò Barella, Passaggio, 1° assist stagionale"
120,2022,4,FC Internazionale Milano,US Cremonese,David Okereke,"David Okereke, Tiro dalla distanza, 2° gol stagionaleAssist:Gonzalo Escalante, Passaggio, 1° assist stagionale"
121,2022,5,AC Milan,FC Internazionale Milano,Marcelo Brozović,"Marcelo Brozović, Destro, 1° gol stagionaleAssist:Joaquín Correa, Passaggio, 1° assist stagionale"
122,2022,5,AC Milan,FC Internazionale Milano,Rafael Leão,"Rafael Leão, Sinistro, 2° gol stagionaleAssist:Sandro Tonali, Passaggio, 1° assist stagionale"
123,2022,5,AC Milan,FC Internazionale Milano,Olivier Giroud,"Olivier Giroud, Sinistro, 2° gol stagionaleAssist:Rafael Leão, Passaggio, 2° assist stagionale"
124,2022,5,AC Milan,FC Internazionale Milano,Rafael Leão,"Rafael Leão, Destro, 3° gol stagionaleAssist:Olivier Giroud, Passaggio, 1° assist stagionale"
125,2022,5,AC Milan,FC Internazionale Milano,Edin Dzeko,"Edin Dzeko, Sinistro, 1° gol stagionaleAssist:Matteo Darmian, Passaggio, 2° assist stagionale"
126,2022,6,FC Internazionale Milano,Torino FC,Marcelo Brozović,"Marcelo Brozović, Destro, 2° gol stagionaleAssist:Nicolò Barella, Passaggio, 2° assist stagionale"
127,2022,7,Udinese Calcio,FC Internazionale Milano,Nicolò Barella,"Nicolò Barella, Punizione, 2° gol stagionaleAssist: Senza assist"
128,2022,7,Udinese Calcio,FC Internazionale Milano,Milan Skriniar,"Milan Skriniar, AutoreteAssist:Roberto Pereyra, Punizione, 5° assist stagionale"
129,2022,7,Udinese Calcio,FC Internazionale Milano,Jaka Bijol,"Jaka Bijol, Colpo di testa, 1° gol stagionaleAssist:Gerard Deulofeu, Corner, 4° assist stagionale"
130,2022,7,Udinese Calcio,FC Internazionale Milano,Tolgay Arslan,"Tolgay Arslan, Colpo di testa, 1° gol stagionaleAssist:Gerard Deulofeu, Cross, 5° assist stagionale"
131,2022,8,FC Internazionale Milano,AS Roma,Federico Dimarco,"Federico Dimarco, Destro, 1° gol stagionaleAssist:Nicolò Barella, Passaggio, 3° assist stagionale"
132,2022,8,FC Internazionale Milano,AS Roma,Paulo Dybala,"Paulo Dybala, Sinistro, 4° gol stagionaleAssist:Leonardo Spinazzola, Cross, 1° assist stagionale"
133,2022,8,FC Internazionale Milano,AS Roma,Chris Smalling,"Chris Smalling, Colpo di testa, 2° gol stagionaleAssist:Lorenzo Pellegrini, Punizione, 3° assist stagionale"
134,2022,9,US Sassuolo Calcio,FC Internazionale Milano,Edin Dzeko,"Edin Dzeko, Destro, 2° gol stagionaleAssist:Denzel Dumfries, 2° assist stagionale"
135,2022,9,US Sassuolo Calcio,FC Internazionale Milano,Davide Frattesi,"Davide Frattesi, Destro, 3° gol stagionaleAssist:Rogério, Cross, 2° assist stagionale"
136,2022,9,US Sassuolo Calcio,FC Internazionale Milano,Edin Dzeko,"Edin Dzeko, Colpo di testa, 3° gol stagionaleAssist:Henrikh Mkhitaryan, Cross, 1° assist stagionale"
137,2022,10,FC Internazionale Milano,US Salernitana 1919,Lautaro Martínez,"Lautaro Martínez, Tiro dalla distanza, 4° gol stagionaleAssist:Nicolò Barella, Passaggio, 4° assist stagionale"
138,2022,10,FC Internazionale Milano,US Salernitana 1919,Nicolò Barella,"Nicolò Barella, Sinistro, 3° gol stagionaleAssist:Hakan Çalhanoğlu, Passaggio, 2° assist stagionale"
139,2022,11,ACF Fiorentina,FC Internazionale Milano,Nicolò Barella,"Nicolò Barella, Destro, 4° gol stagionaleAssist:Lautaro Martínez, Passaggio, 2° assist stagionale"
140,2022,11,ACF Fiorentina,FC Internazionale Milano,Lautaro Martínez,"Lautaro Martínez, Azione personale, 5° gol stagionale"
141,2022,11,ACF Fiorentina,FC Internazionale Milano,Arthur Cabral,"Arthur Cabral, Rigore, 1° gol stagionaleAssist:Giacomo Bonaventura, Rigore: fallo ai danni di"
142,2022,11,ACF Fiorentina,FC Internazionale Milano,Jonathan Ikoné,"Jonathan Ikoné, Sinistro, 2° gol stagionaleAssist:Christian Kouamé, Passaggio, 2° assist stagionale"
143,2022,11,ACF Fiorentina,FC Internazionale Milano,Lautaro Martínez,"Lautaro Martínez, Rigore, 6° gol stagionaleAssist:Lautaro Martínez, Rigore: fallo ai danni di"
144,2022,11,ACF Fiorentina,FC Internazionale Milano,Luka Jović,"Luka Jović, Destro, 2° gol stagionaleAssist:Nikola Milenković, Passaggio, 1° assist stagionale"
145,2022,11,ACF Fiorentina,FC Internazionale Milano,Henrikh Mkhitaryan,"Henrikh Mkhitaryan, Azione in contropiede, 1° gol stagionaleAssist:Nicolò Barella, Passaggio, 5° assist stagionale"
146,2022,12,FC Internazionale Milano,UC Sampdoria,Stefan de Vrij,"Stefan de Vrij, Colpo di testa, 1° gol stagionaleAssist:Hakan Çalhanoğlu, Corner, 3° assist stagionale"
147,2022,12,FC Internazionale Milano,UC Sampdoria,Nicolò Barella,"Nicolò Barella, Destro, 5° gol stagionaleAssist:Alessandro Bastoni, Passaggio, 1° assist stagionale"
148,2022,12,FC Internazionale Milano,UC Sampdoria,Joaquín Correa,"Joaquín Correa, Azione personale, 3° gol stagionaleAssist: Senza assist"
149,2022,13,Juventus FC,FC Internazionale Milano,Adrien Rabiot,"Adrien Rabiot, Azione in contropiede, 3° gol stagionaleAssist:Filip Kostić, Passaggio, 4° assist stagionale"
150,2022,13,Juventus FC,FC Internazionale Milano,Nicolò Fagioli,"Nicolò Fagioli, Azione in contropiede, 2° gol stagionaleAssist:Filip Kostić, Passaggio, 5° assist stagionale"
151,2022,14,FC Internazionale Milano,Bologna FC 1909,Charalampos Lykogiannis,"Charalampos Lykogiannis, 1° gol stagionaleAssist:Riccardo Orsolini, Tiro in porta, 1° assist stagionale"
152,2022,14,FC Internazionale Milano,Bologna FC 1909,Edin Dzeko,"Edin Dzeko, Destro, 4° gol stagionaleAssist:Denzel Dumfries, Cross, 3° assist stagionale"
153,2022,14,FC Internazionale Milano,Bologna FC 1909,Federico Dimarco,"Federico Dimarco, Punizione, 2° gol stagionaleAssist: Senza assist"
154,2022,14,FC Internazionale Milano,Bologna FC 1909,Lautaro Martínez,"Lautaro Martínez, Colpo di testa, 7° gol stagionaleAssist:Hakan Çalhanoğlu, Corner, 4° assist stagionale"
155,2022,14,FC Internazionale Milano,Bologna FC 1909,Federico Dimarco,"Federico Dimarco, Sinistro, 3° gol stagionaleAssist:Nicolò Barella, Passaggio, 6° assist stagionale"
156,2022,14,FC Internazionale Milano,Bologna FC 1909,Hakan Çalhanoğlu,"Hakan Çalhanoğlu, Rigore, 2° gol stagionaleAssist: Rigore: mani diJoaquín Sosa"
157,2022,14,FC Internazionale Milano,Bologna FC 1909,Robin Gosens,"Robin Gosens, Sinistro, 1° gol stagionaleAssist:Edin Dzeko, Passaggio, 3° assist stagionale"
158,2022,15,Atalanta BC,FC Internazionale Milano,Ademola Lookman,"Ademola Lookman, Rigore, 7° gol stagionaleAssist:Duván Zapata, Rigore: fallo ai danni di"
