season;matchweek;home_team;away_team;goal_result;scorer;minute
2024;14;Fiorentina;Inter;3:0;Moise Kean;89
2024;15;Inter;Parma;1:0;Federico Dimarco;40
2024;15;Inter;Parma;2:0;Nicolò Barella;53
2024;15;Inter;Parma;3:0;Marcus Thuram;66
2024;15;Atalanta;Milan;1:0;Charles De Ketelaere;12
2024;15;Atalanta;Milan;1:1;Álvaro Morata;22
2024;15;Atalanta;Milan;2:1;Ademola Lookman;87
2024;15;Juventus;Bologna;0:1;Dan Ndoye;30
2024;15;Juventus;Bologna;0:2;Tommaso Pobega;52
2024;15;Juventus;Bologna;1:2;Teun Koopmeiners;62
2024;15;Juventus;Bologna;2:2;Samuel Mbangula;90
2024;15;Roma;Lecce;1:0;Alexis Saelemaekers;13
2024;15;Roma;Lecce;1:1;Nikola Krstović;40
2024;15;Roma;Lecce;2:1;Gianluca Mancini;59
2024;15;Roma;Lecce;3:1;Niccolò Pisilli;66
2024;15;Roma;Lecce;4:1;Manu Koné;86
2024;15;Fiorentina;Cagliari;1:0;Danilo Cataldi;24
2024;15;Verona;Empoli;0:1;Sebastiano Esposito;16
2024;15;Verona;Empoli;0:2;Sebastiano Esposito;19
2024;15;Verona;Empoli;0:3;Liberato Cacace;32
2024;15;Verona;Empoli;1:3;Casper Tengstedt;35
2024;15;Verona;Empoli;1:4;Lorenzo Colombo;42
2024;15;Venezia;Como;1:0;Hans Nicolussi Caviglia;16
2024;15;Venezia;Como;1:2;Andrea Belotti;56
2024;15;Venezia;Como;2:2;Gaetano Oristanio;69
2024;15;Napoli;Lazio;0:1;Gustav Isaksen;78
2024;15;Monza;Udinese;0:1;Lorenzo Lucca;6
2024;15;Monza;Udinese;1:1;Georgios Kyriakopoulos;47
2024;15;Monza;Udinese;1:2;Jaka Bijol;70
2024;16;Empoli;Torino;0:1;Ché Adams;70
2024;16;Cagliari;Atalanta;0:1;Nicolò Zaniolo;66
2024;16;Udinese;Napoli;1:0;Florian Thauvin;22
2024;16;Udinese;Napoli;1:1;Romelu Lukaku;50
2024;16;Udinese;Napoli;1:3;Frank Anguissa;81
2024;16;Juventus;Venezia;1:0;Federico Gatti;19
2024;16;Juventus;Venezia;1:1;Mikael Egill Ellertsson;61
2024;16;Juventus;Venezia;1:2;Jay Idzes;83
2024;16;Juventus;Venezia;2:2;Dušan Vlahović;90
2024;16;Lecce;Monza;1:0;Tete Morente;3
2024;16;Lecce;Monza;2:1;Nikola Krstović;44
2024;16;Bologna;Fiorentina;1:0;Jens Odgaard;59
2024;16;Parma;Verona;0:1;Diego Coppola;5
2024;16;Parma;Verona;1:1;Simon Sohm;19
2024;16;Parma;Verona;1:2;Amin Sarr;57
2024;16;Parma;Verona;1:3;Daniel Mosquera;75
2024;16;Parma;Verona;2:3;Simon Sohm;90
2024;16;Como;Roma;1:0;Alessandro Gabrielloni;90
2024;16;Como;Roma;2:0;Nico Paz;90
2024;16;Lazio;Inter;0:1;Hakan Çalhanoğlu;41
2024;16;Lazio;Inter;0:2;Federico Dimarco;45
2024;16;Lazio;Inter;0:3;Nicolò Barella;51
2024;16;Lazio;Inter;0:4;Denzel Dumfries;53
2024;16;Lazio;Inter;0:5;Carlos Augusto;77
2024;16;Lazio;Inter;0:6;Marcus Thuram;90
2024;17;Verona;Milan;0:1;Tijjani Reijnders;56
2024;17;Torino;Bologna;0:1;Thijs Dallinga;71
2024;17;Torino;Bologna;0:2;Tommaso Pobega;80
2024;17;Genoa;Napoli;0:1;Frank Anguissa;15
2024;17;Genoa;Napoli;0:2;Amir Rrahmani;23
2024;17;Genoa;Napoli;1:2;Andrea Pinamonti;51
2024;17;Lecce;Lazio;0:1;Taty Castellanos;45
2024;17;Lecce;Lazio;1:1;Tete Morente;50
2024;17;Lecce;Lazio;1:2;Adam Marusic;87
2024;17;Roma;Parma;1:0;Paulo Dybala;8
2024;17;Roma;Parma;2:0;Alexis Saelemaekers;13
2024;17;Roma;Parma;3:0;Paulo Dybala;51
2024;17;Roma;Parma;4:0;Leandro Paredes;74
2024;17;Roma;Parma;5:0;Artem Dovbyk;83
2024;17;Venezia;Cagliari;1:0;Francesco Zampano;38
2024;17;Venezia;Cagliari;2:0;Marin Šverko;67
2024;17;Venezia;Cagliari;2:1;Leonardo Pavoletti;76
2024;17;Atalanta;Empoli;0:1;Lorenzo Colombo;13
2024;17;Atalanta;Empoli;1:1;Charles De Ketelaere;34
2024;17;Atalanta;Empoli;2:1;Ademola Lookman;45
2024;17;Atalanta;Empoli;2:2;Sebastiano Esposito;57
2024;17;Atalanta;Empoli;3:2;Charles De Ketelaere;86
2024;17;Monza;Juventus;0:1;Weston McKennie;14
2024;17;Monza;Juventus;1:1;Samuele Birindelli;22
2024;17;Monza;Juventus;1:2;Nico González;39
2024;17;Fiorentina;Udinese;1:0;Moise Kean;8
2024;17;Fiorentina;Udinese;1:1;Lorenzo Lucca;49
2024;17;Fiorentina;Udinese;1:2;Florian Thauvin;57
2024;17;Inter;Como;1:0;Carlos Augusto;48
2024;17;Inter;Como;2:0;Marcus Thuram;90
2024;18;Empoli;Genoa;0:1;Milan Badelj;46
2024;18;Empoli;Genoa;0:2;Caleb Ekuban;68
2024;18;Empoli;Genoa;1:2;Sebastiano Esposito;74
2024;18;Parma;Monza;1:0;Hernani;56
2024;18;Parma;Monza;1:1;Pedro Pereira;85
2024;18;Parma;Monza;2:1;Lautaro Valenti;90
2024;18;Cagliari;Inter;0:1;Alessandro Bastoni;53
2024;18;Cagliari;Inter;0:2;Lautaro Martínez;71
2024;18;Cagliari;Inter;0:3;Hakan Çalhanoğlu;78
2024;18;Lazio;Atalanta;1:0;Fisayo Dele-Bashiru;27
2024;18;Lazio;Atalanta;1:1;Marco Brescianini;88
2024;18;Udinese;Torino;1:0;Isaak Touré;41
2024;18;Udinese;Torino;2:0;Lorenzo Lucca;49
2024;18;Udinese;Torino;2:1;Ché Adams;53
2024;18;Udinese;Torino;2:2;Samuele Ricci;64
2024;18;Napoli;Venezia;1:0;Giacomo Raspadori;79
2024;18;Juventus;Fiorentina;1:0;Khéphren Thuram;20
2024;18;Juventus;Fiorentina;1:1;Moise Kean;38
2024;18;Juventus;Fiorentina;2:1;Khéphren Thuram;48
2024;18;Juventus;Fiorentina;2:2;Riccardo Sottil;87
2024;18;Milan;Roma;1:0;Tijjani Reijnders;16
2024;18;Milan;Roma;1:1;Paulo Dybala;23
2024;18;Como;Lecce;1:0;Nico Paz;49
2024;18;Como;Lecce;2:0;Patrick Cutrone;79
2024;18;Bologna;Verona;1:0;Benja Domínguez;20
2024;18;Bologna;Verona;1:1;Amin Sarr;38
2024;18;Bologna;Verona;1:2;Casper Tengstedt;45
2024;18;Bologna;Verona;2:2;Benja Domínguez;58
2024;19;Venezia;Empoli;1:0;Joel Pohjanpalo;5
2024;19;Venezia;Empoli;1:1;Sebastiano Esposito;32
2024;19;Fiorentina;Napoli;0:1;David Neres;29
2024;19;Fiorentina;Napoli;0:2;Romelu Lukaku;54
2024;19;Fiorentina;Napoli;0:3;Scott McTominay;68
2024;19;Monza;Cagliari;1:0;Gianluca Caprari;6
2024;19;Monza;Cagliari;1:1;Nadir Zortea;22
2024;19;Monza;Cagliari;1:2;Roberto Piccoli;56
2024;19;Roma;Lazio;1:0;Lorenzo Pellegrini;10
2024;19;Roma;Lazio;2:0;Alexis Saelemaekers;18
2024;19;Como;Milan;1:0;Assane Diao;60
2024;19;Como;Milan;1:1;Theo Hernández;71
2024;19;Como;Milan;1:2;Rafael Leão;76
2024;19;Atalanta;Juventus;0:1;Pierre Kalulu;54
2024;19;Atalanta;Juventus;1:1;Mateo Retegui;78
2024;19;Inter;Bologna;0:1;Santiago Castro;15
2024;19;Inter;Bologna;1:1;Denzel Dumfries;19
2024;19;Inter;Bologna;2:1;Lautaro Martínez;45
2024;19;Inter;Bologna;2:2;Emil Holm;64
2024;20;Lazio;Como;1:0;Boulaye Dia;34
2024;20;Lazio;Como;1:1;Patrick Cutrone;72
2024;20;Empoli;Lecce;0:1;Tete Morente;6
2024;20;Empoli;Lecce;0:2;Nikola Krstović;11
2024;20;Empoli;Lecce;1:2;Liberato Cacace;47
2024;20;Empoli;Lecce;1:3;Nikola Krstović;90
2024;20;Torino;Juventus;0:1;Kenan Yıldız;8
2024;20;Torino;Juventus;1:1;Nikola Vlašić;45
2024;20;Milan;Cagliari;1:0;Álvaro Morata;51
2024;20;Milan;Cagliari;1:1;Nadir Zortea;55
2024;20;Genoa;Parma;1:0;Morten Frendrup;65
2024;20;Venezia;Inter;0:1;Matteo Darmian;16
2024;20;Bologna;Roma;0:1;Alexis Saelemaekers;58
2024;20;Bologna;Roma;1:1;Thijs Dallinga;61
2024;20;Bologna;Roma;2:1;Lewis Ferguson;65
2024;20;Bologna;Roma;2:2;Artem Dovbyk;90
2024;20;Napoli;Verona;2:0;Frank Anguissa;61
2024;20;Monza;Fiorentina;1:0;Patrick Ciurria;44
2024;20;Monza;Fiorentina;2:0;Daniel Maldini;63
2024;20;Monza;Fiorentina;2:1;Lucas Beltrán;74
2024;21;Roma;Genoa;1:0;Artem Dovbyk;25
2024;21;Roma;Genoa;1:1;Patrizio Masini;33
2024;21;Roma;Genoa;2:1;Stephan El Shaarawy;60
2024;21;Bologna;Monza;0:1;Daniel Maldini;4
2024;21;Bologna;Monza;1:1;Santiago Castro;22
2024;21;Bologna;Monza;2:1;Jens Odgaard;34
2024;21;Bologna;Monza;3:1;Riccardo Orsolini;69
2024;21;Juventus;Milan;1:0;Samuel Mbangula;59
2024;21;Juventus;Milan;2:0;Timothy Weah;64
2024;21;Atalanta;Napoli;1:0;Mateo Retegui;16
2024;21;Atalanta;Napoli;1:1;Matteo Politano;27
2024;21;Atalanta;Napoli;1:2;Scott McTominay;40
2024;21;Atalanta;Napoli;2:2;Ademola Lookman;55
2024;21;Atalanta;Napoli;2:3;Romelu Lukaku;78
2024;21;Fiorentina;Torino;1:0;Moise Kean;38
2024;21;Fiorentina;Torino;1:1;Gvidas Gineitis;70
2024;21;Cagliari;Lecce;0:1;Santiago Pierotti;42
2024;21;Cagliari;Lecce;1:1;Gianluca Gaetano;60
2024;21;Cagliari;Lecce;2:1;Sebastiano Luperto;65
2024;21;Cagliari;Lecce;3:1;Nadir Zortea;80
2024;21;Cagliari;Lecce;4:1;Adam Obert;83
2024;21;Parma;Venezia;0:1;Joel Pohjanpalo;20
2024;21;Parma;Venezia;1:1;Hernani;56
2024;21;Verona;Lazio;0:1;Samuel Gigot;2
2024;21;Verona;Lazio;0:2;Boulaye Dia;21
2024;21;Verona;Lazio;0:3;Mattia Zaccagni;58
2024;21;Inter;Empoli;1:0;Lautaro Martínez;55
2024;21;Inter;Empoli;2:0;Denzel Dumfries;79
2024;21;Inter;Empoli;2:1;Sebastiano Esposito;83
2024;21;Inter;Empoli;3:1;Marcus Thuram;89
2024;21;Como;Udinese;1:0;Assane Diao;5
2024;21;Como;Udinese;2:0;Gabriel Strefezza;44
2024;21;Como;Udinese;2:1;Martín Payero;50
2024;21;Como;Udinese;4:1;Nico Paz;90
2024;22;Torino;Cagliari;1:0;Ché Adams;6
2024;22;Torino;Cagliari;2:0;Ché Adams;61
2024;22;Como;Atalanta;1:0;Nico Paz;30
2024;22;Como;Atalanta;1:1;Mateo Retegui;56
2024;22;Como;Atalanta;1:2;Mateo Retegui;70
2024;22;Napoli;Juventus;0:1;Randal Kolo Muani;43
2024;22;Napoli;Juventus;1:1;Frank Anguissa;57
2024;22;Napoli;Juventus;2:1;Romelu Lukaku;69
2024;22;Empoli;Bologna;1:0;Lorenzo Colombo;24
2024;22;Empoli;Bologna;1:1;Benja Domínguez;44
2024;22;Milan;Parma;0:1;Matteo Cancellieri;24
2024;22;Milan;Parma;1:1;Christian Pulisic;38
2024;22;Milan;Parma;1:2;Enrico Delprato;80
2024;22;Milan;Parma;2:2;Tijjani Reijnders;90
2024;22;Milan;Parma;3:2;Samuel Chukwueze;90
2024;22;Udinese;Roma;1:0;Lorenzo Lucca;38
2024;22;Udinese;Roma;1:1;Lorenzo Pellegrini;50
2024;22;Udinese;Roma;1:2;Artem Dovbyk;64
2024;22;Lecce;Inter;0:1;Davide Frattesi;6
2024;22;Lecce;Inter;0:2;Lautaro Martínez;39
2024;22;Lecce;Inter;0:3;Denzel Dumfries;57
2024;22;Lecce;Inter;0:4;Mehdi Taremi;61
2024;22;Lazio;Fiorentina;0:1;Yacine Adli;11
2024;22;Lazio;Fiorentina;0:2;Lucas Beltrán;17
2024;22;Lazio;Fiorentina;1:2;Adam Marusic;90
2024;22;Venezia;Verona;1:0;Alessio Zerbin;28
2024;22;Venezia;Verona;1:1;Jackson Tchatchoua;76
2024;22;Genoa;Monza;1:0;Koni De Winter;61
2024;22;Genoa;Monza;2:0;Johan Vásquez;84
2024;23;Parma;Lecce;1:0;Emanuele Valeri;34
2024;23;Parma;Lecce;1:1;Nikola Krstović;36
2024;23;Parma;Lecce;1:2;Santiago Pierotti;63
2024;23;Parma;Lecce;1:3;Santiago Pierotti;90
2024;23;Udinese;Venezia;1:0;Lorenzo Lucca;47
2024;23;Udinese;Venezia;2:0;Sandi Lovrić;52
2024;23;Udinese;Venezia;2:1;Hans Nicolussi Caviglia;64
2024;23;Udinese;Venezia;2:2;Christian Gytkjær;78
2024;23;Udinese;Venezia;3:2;Iker Bravo;84
2024;23;Atalanta;Torino;1:0;Berat Djimsiti;35
2024;23;Atalanta;Torino;1:1;Guillermo Maripán;40
2024;23;Bologna;Como;1:0;Lorenzo De Silvestri;25
2024;23;Bologna;Como;2:0;Giovanni Fabbian;66
2024;23;Juventus;Empoli;0:1;Mattia De Sciglio;4
2024;23;Juventus;Empoli;1:1;Randal Kolo Muani;61
2024;23;Juventus;Empoli;2:1;Randal Kolo Muani;64
2024;23;Juventus;Empoli;3:1;Dušan Vlahović;90
2024;23;Juventus;Empoli;4:1;Francisco Conceição;90
2024;23;Fiorentina;Genoa;1:0;Moise Kean;9
2024;23;Fiorentina;Genoa;2:0;Albert Gudmundsson;30
2024;23;Fiorentina;Genoa;2:1;Koni De Winter;55
2024;23;Milan;Inter;1:0;Tijjani Reijnders;45
2024;23;Milan;Inter;1:1;Stefan de Vrij;90
2024;23;Roma;Napoli;0:1;Leonardo Spinazzola;29
2024;23;Roma;Napoli;1:1;Angeliño;90
2024;23;Cagliari;Lazio;0:1;Mattia Zaccagni;41
2024;23;Cagliari;Lazio;1:1;Roberto Piccoli;55
2024;23;Cagliari;Lazio;1:2;Taty Castellanos;64
2024;24;Como;Juventus;0:1;Randal Kolo Muani;34
2024;24;Como;Juventus;1:1;Assane Diao;45
2024;24;Como;Juventus;1:2;Randal Kolo Muani;89
2024;24;Verona;Atalanta;0:1;Mateo Retegui;21
2024;24;Verona;Atalanta;0:2;Mateo Retegui;25
2024;24;Verona;Atalanta;0:3;Éderson;37
2024;24;Verona;Atalanta;0:4;Mateo Retegui;44
2024;24;Verona;Atalanta;0:5;Mateo Retegui;56
2024;24;Empoli;Milan;0:1;Rafael Leão;68
2024;24;Empoli;Milan;0:2;Santiago Gimenez;76
2024;24;Torino;Genoa;1:1;Andrea Pinamonti;68
2024;24;Venezia;Roma;0:1;Paulo Dybala;57
2024;24;Cagliari;Parma;2:0;Florinel Coman;70
2024;24;Cagliari;Parma;2:1;Giovanni Leoni;78
2024;24;Lazio;Monza;1:0;Adam Marusic;31
2024;24;Lazio;Monza;2:0;Pedro;57
2024;24;Lazio;Monza;3:0;Taty Castellanos;63
2024;24;Lazio;Monza;4:0;Pedro;77
2024;24;Lazio;Monza;4:1;Stefano Sensi;86
2024;24;Lazio;Monza;5:1;Fisayo Dele-Bashiru;88
2024;24;Napoli;Udinese;1:0;Scott McTominay;37
2024;24;Napoli;Udinese;1:1;Jurgen Ekkelenkamp;40
2024;24;Inter;Fiorentina;1:1;Rolando Mandragora;44
2024;24;Inter;Fiorentina;2:1;Marko Arnautovic;52
2024;25;Bologna;Torino;1:0;Dan Ndoye;20
2024;25;Bologna;Torino;1:1;Nikola Vlašić;37
2024;25;Bologna;Torino;1:2;Eljif Elmas;65
2024;25;Bologna;Torino;2:2;Dan Ndoye;70
2024;25;Lazio;Napoli;1:0;Gustav Isaksen;6
2024;25;Lazio;Napoli;1:1;Giacomo Raspadori;13
2024;25;Lazio;Napoli;2:2;Boulaye Dia;87
2024;25;Milan;Verona;1:0;Santiago Gimenez;75
2024;25;Fiorentina;Como;0:1;Assane Diao;41
2024;25;Fiorentina;Como;0:2;Nico Paz;66
2024;25;Udinese;Empoli;1:0;Jurgen Ekkelenkamp;19
2024;25;Udinese;Empoli;2:0;Jurgen Ekkelenkamp;65
2024;25;Udinese;Empoli;3:0;Florian Thauvin;90
2024;25;Parma;Roma;0:1;Matías Soulé;33
2024;25;Juventus;Inter;1:0;Francisco Conceição;74
2024;25;Genoa;Venezia;1:0;Andrea Pinamonti;82
2024;25;Genoa;Venezia;2:0;Maxwel Cornet;86
2024;26;Lecce;Udinese;0:1;Lorenzo Lucca;32
2024;26;Parma;Bologna;1:0;Ange-Yoan Bonny;37
2024;26;Parma;Bologna;2:0;Simon Sohm;79
2024;26;Torino;Milan;1:1;Tijjani Reijnders;74
2024;26;Torino;Milan;2:1;Gvidas Gineitis;76
2024;26;Inter;Genoa;1:0;Lautaro Martínez;78
2024;26;Como;Napoli;1:1;Giacomo Raspadori;17
2024;26;Como;Napoli;2:1;Assane Diao;77
2024;26;Verona;Fiorentina;1:0;Antoine Bernede;90
2024;26;Empoli;Atalanta;0:2;Mateo Retegui;33
2024;26;Empoli;Atalanta;0:3;Ademola Lookman;43
2024;26;Empoli;Atalanta;0:4;Ademola Lookman;55
2024;26;Empoli;Atalanta;0:5;Davide Zappacosta;74
2024;26;Cagliari;Juventus;0:1;Dušan Vlahović;12
2024;26;Roma;Monza;1:0;Alexis Saelemaekers;10
2024;26;Roma;Monza;2:0;Eldor Shomurodov;32
2024;26;Roma;Monza;3:0;Angeliño;73
2024;26;Roma;Monza;4:0;Bryan Cristante;88
2024;27;Fiorentina;Lecce;1:0;Robin Gosens;9
2024;27;Napoli;Inter;0:1;Federico Dimarco;22
2024;27;Napoli;Inter;1:1;Philip Billing;87
2024;27;Udinese;Parma;1:0;Florian Thauvin;38
2024;27;Monza;Torino;0:1;Eljif Elmas;41
2024;27;Monza;Torino;0:2;Cesare Casadei;66
2024;27;Bologna;Cagliari;0:1;Roberto Piccoli;22
2024;27;Bologna;Cagliari;1:1;Riccardo Orsolini;48
2024;27;Bologna;Cagliari;2:1;Riccardo Orsolini;56
2024;27;Genoa;Empoli;0:1;Alberto Grassi;36
2024;27;Genoa;Empoli;1:1;Johan Vásquez;81
2024;27;Roma;Como;0:1;Lucas Da Cunha;44
2024;27;Roma;Como;1:1;Alexis Saelemaekers;61
2024;27;Roma;Como;2:1;Artem Dovbyk;76
2024;27;Milan;Lazio;0:1;Mattia Zaccagni;28
2024;27;Milan;Lazio;1:1;Samuel Chukwueze;84
2024;27;Milan;Lazio;1:2;Pedro;90
2024;27;Juventus;Verona;1:0;Khéphren Thuram;72
2024;27;Juventus;Verona;2:0;Teun Koopmeiners;90
2024;28;Cagliari;Genoa;1:0;Nicolas Viola;18
2024;28;Cagliari;Genoa;1:1;Maxwel Cornet;47
2024;28;Como;Venezia;1:0;Jonathan Ikoné;49
2024;28;Como;Venezia;1:1;Christian Gytkjær;90
2024;28;Parma;Torino;0:1;Eljif Elmas;19
2024;28;Parma;Torino;1:1;Mateo Pellegrino;60
2024;28;Parma;Torino;1:2;Ché Adams;72
2024;28;Parma;Torino;2:2;Mateo Pellegrino;82
2024;28;Lecce;Milan;1:0;Nikola Krstović;7
2024;28;Lecce;Milan;2:0;Nikola Krstović;59
2024;28;Lecce;Milan;2:2;Christian Pulisic;73
2024;28;Lecce;Milan;2:3;Christian Pulisic;81
2024;28;Inter;Monza;0:1;Samuele Birindelli;32
2024;28;Inter;Monza;0:2;Keita Baldé;44
2024;28;Inter;Monza;1:2;Marko Arnautovic;45
2024;28;Inter;Monza;2:2;Hakan Çalhanoğlu;64
2024;28;Verona;Bologna;0:1;Jens Odgaard;40
2024;28;Verona;Bologna;0:2;Nicolò Cambiaghi;78
2024;28;Verona;Bologna;1:2;Daniel Mosquera;80
2024;28;Napoli;Fiorentina;1:0;Romelu Lukaku;26
2024;28;Napoli;Fiorentina;2:0;Giacomo Raspadori;60
2024;28;Napoli;Fiorentina;2:1;Albert Gudmundsson;66
2024;28;Empoli;Roma;0:1;Matías Soulé;1
2024;28;Juventus;Atalanta;0:1;Mateo Retegui;29
2024;28;Juventus;Atalanta;0:2;Marten de Roon;46
2024;28;Juventus;Atalanta;0:3;Davide Zappacosta;66
2024;28;Juventus;Atalanta;0:4;Ademola Lookman;77
2024;28;Lazio;Udinese;0:1;Florian Thauvin;22
2024;28;Lazio;Udinese;1:1;Alessio Romagnoli;32
2024;29;Genoa;Lecce;1:0;Fabio Miretti;16
2024;29;Genoa;Lecce;2:0;Fabio Miretti;45
2024;29;Genoa;Lecce;2:1;Nikola Krstović;68
2024;29;Monza;Parma;1:0;Armando Izzo;60
2024;29;Monza;Parma;1:1;Ange-Yoan Bonny;84
2024;29;Udinese;Verona;0:1;Ondrej Duda;72
2024;29;Milan;Como;0:1;Lucas Da Cunha;33
2024;29;Milan;Como;1:1;Christian Pulisic;53
2024;29;Milan;Como;2:1;Tijjani Reijnders;75
2024;29;Torino;Empoli;1:0;Nikola Vlašić;70
2024;29;Bologna;Lazio;1:0;Jens Odgaard;16
2024;29;Bologna;Lazio;2:0;Riccardo Orsolini;48
2024;29;Bologna;Lazio;3:0;Dan Ndoye;49
2024;29;Bologna;Lazio;4:0;Santiago Castro;74
2024;29;Bologna;Lazio;5:0;Giovanni Fabbian;84
2024;29;Roma;Cagliari;1:0;Artem Dovbyk;62
2024;29;Fiorentina;Juventus;1:0;Robin Gosens;15
2024;29;Fiorentina;Juventus;2:0;Rolando Mandragora;18
2024;29;Fiorentina;Juventus;3:0;Albert Gudmundsson;53
2024;29;Atalanta;Inter;0:1;Carlos Augusto;54
2024;29;Atalanta;Inter;0:2;Lautaro Martínez;87
2024;30;Como;Empoli;1:0;Anastasios Douvikas;61
2024;30;Como;Empoli;1:1;Christian Kouamé;75
2024;30;Venezia;Bologna;0:1;Riccardo Orsolini;49
2024;30;Juventus;Genoa;1:0;Kenan Yıldız;25
2024;30;Lecce;Roma;0:1;Artem Dovbyk;80
2024;30;Cagliari;Monza;1:0;Nicolas Viola;49
2024;30;Cagliari;Monza;2:0;Gianluca Gaetano;73
2024;30;Cagliari;Monza;3:0;Zito Luvumbo;90
2024;30;Fiorentina;Atalanta;1:0;Moise Kean;45
2024;30;Inter;Udinese;1:0;Marko Arnautovic;12
2024;30;Inter;Udinese;2:0;Davide Frattesi;29
2024;30;Inter;Udinese;2:1;Oumar Solet;71
2024;30;Napoli;Milan;1:0;Matteo Politano;2
2024;30;Napoli;Milan;2:0;Romelu Lukaku;19
2024;30;Napoli;Milan;2:1;Luka Jović;84
2024;30;Lazio;Torino;1:0;Adam Marusic;57
2024;30;Lazio;Torino;1:1;Gvidas Gineitis;82
2024;31;Genoa;Udinese;1:0;Alessandro Zanoli;77
2024;31;Monza;Como;1:0;Dany Mota;5
2024;31;Monza;Como;1:1;Jonathan Ikoné;16
2024;31;Monza;Como;1:2;Assane Diao;39
2024;31;Monza;Como;1:3;Mërgim Vojvoda;51
2024;31;Parma;Inter;0:1;Matteo Darmian;15
2024;31;Parma;Inter;0:2;Marcus Thuram;45
2024;31;Parma;Inter;1:2;Adrián Bernabé;60
2024;31;Parma;Inter;2:2;Jacob Ondrejka;69
2024;31;Milan;Fiorentina;0:2;Moise Kean;10
2024;31;Milan;Fiorentina;1:2;Tammy Abraham;23
2024;31;Milan;Fiorentina;2:2;Luka Jović;64
2024;31;Lecce;Venezia;1:1;Federico Baschirotto;65
2024;31;Torino;Verona;0:1;Amin Sarr;64
2024;31;Torino;Verona;1:1;Eljif Elmas;67
2024;31;Atalanta;Lazio;0:1;Gustav Isaksen;54
2024;31;Roma;Juventus;0:1;Manuel Locatelli;40
2024;31;Roma;Juventus;1:1;Eldor Shomurodov;49
2024;31;Bologna;Napoli;0:1;Frank Anguissa;18
2024;31;Bologna;Napoli;1:1;Dan Ndoye;64
2024;32;Udinese;Milan;0:1;Rafael Leão;42
2024;32;Udinese;Milan;0:2;Strahinja Pavlović;45
2024;32;Udinese;Milan;0:3;Theo Hernández;74
2024;32;Udinese;Milan;0:4;Tijjani Reijnders;81
2024;32;Venezia;Monza;1:0;Daniel Fila;72
2024;32;Inter;Cagliari;1:0;Marko Arnautovic;13
2024;32;Inter;Cagliari;2:0;Lautaro Martínez;26
2024;32;Inter;Cagliari;2:1;Roberto Piccoli;48
2024;32;Inter;Cagliari;3:1;Yann Bisseck;55
2024;32;Juventus;Lecce;1:0;Teun Koopmeiners;2
2024;32;Juventus;Lecce;2:0;Kenan Yıldız;33
2024;32;Juventus;Lecce;2:1;Federico Baschirotto;87
2024;32;Atalanta;Bologna;1:0;Mateo Retegui;3
2024;32;Atalanta;Bologna;2:0;Mario Pasalic;21
2024;32;Como;Torino;1:0;Anastasios Douvikas;38
2024;32;Lazio;Roma;1:0;Alessio Romagnoli;47
2024;32;Lazio;Roma;1:1;Matías Soulé;69
2024;32;Napoli;Empoli;1:0;Scott McTominay;18
2024;32;Napoli;Empoli;2:0;Romelu Lukaku;56
2024;32;Napoli;Empoli;3:0;Scott McTominay;61
2024;33;Lecce;Como;0:1;Assane Diao;33
2024;33;Lecce;Como;0:2;Edoardo Goldaniga;84
2024;33;Lecce;Como;0:3;Assane Diao;90
2024;33;Monza;Napoli;0:1;Scott McTominay;72
2024;33;Roma;Verona;1:0;Eldor Shomurodov;4
2024;33;Empoli;Venezia;1:0;Jacopo Fazzini;59
2024;33;Empoli;Venezia;1:1;John Yeboah;67
2024;33;Empoli;Venezia;1:2;Gianluca Busio;85
2024;33;Empoli;Venezia;2:2;Tino Anjorin;87
2024;33;Bologna;Inter;1:0;Riccardo Orsolini;90
2024;33;Milan;Atalanta;0:1;Éderson;62
2024;33;Cagliari;Fiorentina;1:0;Roberto Piccoli;7
2024;33;Cagliari;Fiorentina;1:1;Robin Gosens;36
2024;33;Cagliari;Fiorentina;1:2;Lucas Beltrán;48
2024;33;Genoa;Lazio;0:1;Taty Castellanos;32
2024;33;Genoa;Lazio;0:2;Boulaye Dia;65
2024;33;Parma;Juventus;1:0;Mateo Pellegrino;45
2024;33;Torino;Udinese;1:0;Ché Adams;39
2024;33;Torino;Udinese;2:0;Ali Dembélé;85
2024;34;Como;Genoa;1:0;Gabriel Strefezza;59
2024;34;Venezia;Milan;0:1;Christian Pulisic;5
2024;34;Venezia;Milan;0:2;Santiago Gimenez;90
2024;34;Fiorentina;Empoli;1:0;Yacine Adli;7
2024;34;Fiorentina;Empoli;2:0;Rolando Mandragora;25
2024;34;Fiorentina;Empoli;2:1;Jacopo Fazzini;57
2024;34;Inter;Roma;0:1;Matías Soulé;22
2024;34;Juventus;Monza;1:0;Nico González;11
2024;34;Juventus;Monza;2:0;Randal Kolo Muani;33
2024;34;Atalanta;Lecce;0:1;Jesper Karlsson;29
2024;34;Atalanta;Lecce;1:1;Mateo Retegui;69
2024;34;Napoli;Torino;1:0;Scott McTominay;7
2024;34;Napoli;Torino;2:0;Scott McTominay;41
2024;34;Verona;Cagliari;0:1;Leonardo Pavoletti;30
2024;34;Verona;Cagliari;0:2;Alessandro Deiola;90
2024;34;Lazio;Parma;0:1;Jacob Ondrejka;3
2024;34;Lazio;Parma;0:2;Jacob Ondrejka;46
2024;34;Lazio;Parma;1:2;Pedro;79
2024;34;Lazio;Parma;2:2;Pedro;84
