,anno,giornata,Home Team,Away Team,scorer,numero_goal_partita,team_goal,goal,goal_home,goal_away,assist
0,2022,1,Hellas Verona FC,SSC Napoli,Kevin Lasagna,1.0,home,1:0,1.0,0.0,Koray Günter
1,2022,1,Hellas Verona FC,SSC Napoli,Khvicha Kvaratskhelia,2.0,away,1:1,1.0,1.0,Hirving Lozano
2,2022,1,Hellas Verona FC,SSC Napoli,Victor Osimhen,3.0,away,1:2,1.0,2.0,Giovanni Di Lorenzo
3,2022,1,Hellas Verona FC,SSC Napoli,Thomas Henry,4.0,home,2:2,2.0,2.0,Davide Faraoni
4,2022,1,Hellas Verona FC,SSC Napoli,Piotr Zieliński,5.0,away,2:3,2.0,3.0,Khvicha Kvaratskhelia
5,2022,1,Hellas Verona FC,SSC Napoli,Stanislav Lobotka,6.0,away,2:4,2.0,4.0,Mário Rui
6,2022,1,Hellas Verona FC,SSC Napoli,Matteo Politano,7.0,away,2:5,2.0,5.0,Victor Osimhen
7,2022,2,SSC Napoli,AC Monza,Khvicha Kvaratskhelia,1.0,home,1:0,1.0,0.0,Piotr Zieliński
8,2022,2,SSC Napoli,AC Monza,Victor Osimhen,2.0,home,2:0,2.0,0.0,Frank Anguissa
9,2022,2,SSC Napoli,AC Monza,Khvicha Kvaratskhelia,3.0,home,3:0,3.0,0.0,Stanislav Lobotka
10,2022,2,SSC Napoli,AC Monza,Min-jae Kim,4.0,home,4:0,4.0,0.0,Piotr Zieliński
11,2022,3,ACF Fiorentina,SSC Napoli,,,,,,,
12,2022,4,SSC Napoli,US Lecce,Eljif Elmas,1.0,home,1:0,1.0,0.0,Matteo Politano
13,2022,4,SSC Napoli,US Lecce,Lorenzo Colombo,2.0,away,1:1,1.0,1.0,Morten Hjulmand
14,2022,5,SS Lazio,SSC Napoli,Mattia Zaccagni,1.0,home,1:0,1.0,0.0,Felipe Anderson
15,2022,5,SS Lazio,SSC Napoli,Min-jae Kim,2.0,away,1:1,1.0,1.0,Piotr Zieliński
16,2022,5,SS Lazio,SSC Napoli,Khvicha Kvaratskhelia,3.0,away,1:2,1.0,2.0,Frank Anguissa
17,2022,6,SSC Napoli,Spezia Calcio,Giacomo Raspadori,1.0,home,1:0,1.0,0.0,Gianluca Gaetano
18,2022,7,AC Milan,SSC Napoli,Matteo Politano,1.0,away,0:1,0.0,1.0,Khvicha Kvaratskhelia
19,2022,7,AC Milan,SSC Napoli,Olivier Giroud,2.0,home,1:1,1.0,1.0,Theo Hernández
20,2022,7,AC Milan,SSC Napoli,Giovanni Simeone,3.0,away,1:2,1.0,2.0,Mário Rui
21,2022,8,SSC Napoli,Torino FC,Frank Anguissa,1.0,home,1:0,1.0,0.0,Mário Rui
22,2022,8,SSC Napoli,Torino FC,Frank Anguissa,2.0,home,2:0,2.0,0.0,Matteo Politano
23,2022,8,SSC Napoli,Torino FC,Khvicha Kvaratskhelia,3.0,home,3:0,3.0,0.0,Piotr Zieliński
24,2022,8,SSC Napoli,Torino FC,Antonio Sanabria,4.0,away,3:1,3.0,1.0,Senza assist
25,2022,9,US Cremonese,SSC Napoli,Matteo Politano,1.0,away,0:1,0.0,1.0,Khvicha Kvaratskhelia
26,2022,9,US Cremonese,SSC Napoli,Cyriel Dessers,2.0,home,1:1,1.0,1.0,Senza assist
27,2022,9,US Cremonese,SSC Napoli,Giovanni Simeone,3.0,away,1:2,1.0,2.0,Mário Rui
28,2022,9,US Cremonese,SSC Napoli,Hirving Lozano,4.0,away,1:3,1.0,3.0,Khvicha Kvaratskhelia
29,2022,9,US Cremonese,SSC Napoli,Mathías Olivera,5.0,away,1:4,1.0,4.0,Giovanni Di Lorenzo
30,2022,10,SSC Napoli,Bologna FC 1909,Joshua Zirkzee,1.0,away,0:1,0.0,1.0,Andrea Cambiaso
31,2022,10,SSC Napoli,Bologna FC 1909,Juan Jesus,2.0,home,1:1,1.0,1.0,Senza assist
32,2022,10,SSC Napoli,Bologna FC 1909,Hirving Lozano,3.0,home,2:1,2.0,1.0,Senza assist
33,2022,10,SSC Napoli,Bologna FC 1909,Musa Barrow,4.0,away,2:2,2.0,2.0,Andrea Cambiaso
34,2022,10,SSC Napoli,Bologna FC 1909,Victor Osimhen,5.0,home,3:2,3.0,2.0,Khvicha Kvaratskhelia
35,2022,11,AS Roma,SSC Napoli,Victor Osimhen,1.0,away,0:1,0.0,1.0,Matteo Politano
36,2022,12,SSC Napoli,US Sassuolo Calcio,Victor Osimhen,1.0,home,1:0,1.0,0.0,Khvicha Kvaratskhelia
37,2022,12,SSC Napoli,US Sassuolo Calcio,Victor Osimhen,2.0,home,2:0,2.0,0.0,Khvicha Kvaratskhelia
38,2022,12,SSC Napoli,US Sassuolo Calcio,Khvicha Kvaratskhelia,3.0,home,3:0,3.0,0.0,Mário Rui
39,2022,12,SSC Napoli,US Sassuolo Calcio,Victor Osimhen,4.0,home,4:0,4.0,0.0,Senza assist
40,2022,13,Atalanta BC,SSC Napoli,Ademola Lookman,1.0,home,1:0,1.0,0.0,Rigore: mani diVictor Osimhen
41,2022,13,Atalanta BC,SSC Napoli,Victor Osimhen,2.0,away,1:1,1.0,1.0,Piotr Zieliński
42,2022,13,Atalanta BC,SSC Napoli,Eljif Elmas,3.0,away,1:2,1.0,2.0,Victor Osimhen
43,2022,14,SSC Napoli,Empoli FC,Hirving Lozano,1.0,home,1:0,1.0,0.0,Victor Osimhen
44,2022,14,SSC Napoli,Empoli FC,Piotr Zieliński,2.0,home,2:0,2.0,0.0,Hirving Lozano
45,2022,15,SSC Napoli,Udinese Calcio,Victor Osimhen,1.0,home,1:0,1.0,0.0,Eljif Elmas
46,2022,15,SSC Napoli,Udinese Calcio,Piotr Zieliński,2.0,home,2:0,2.0,0.0,Hirving Lozano
47,2022,15,SSC Napoli,Udinese Calcio,Eljif Elmas,3.0,home,3:0,3.0,0.0,Frank Anguissa
48,2022,15,SSC Napoli,Udinese Calcio,Ilija Nestorovski,4.0,away,3:1,3.0,1.0,Isaac Success
49,2022,15,SSC Napoli,Udinese Calcio,Lazar Samardžić,5.0,away,3:2,3.0,2.0,Senza assist
50,2022,16,FC Internazionale Milano,SSC Napoli,Edin Dzeko,1.0,home,1:0,1.0,0.0,Federico Dimarco
51,2022,17,UC Sampdoria,SSC Napoli,Victor Osimhen,1.0,away,0:1,0.0,1.0,Mário Rui
52,2022,17,UC Sampdoria,SSC Napoli,Eljif Elmas,2.0,away,0:2,0.0,2.0,Rigore: mani diRonaldo Vieira
53,2022,18,SSC Napoli,Juventus FC,Victor Osimhen,1.0,home,1:0,1.0,0.0,
54,2022,18,SSC Napoli,Juventus FC,Khvicha Kvaratskhelia,2.0,home,2:0,2.0,0.0,Victor Osimhen
55,2022,18,SSC Napoli,Juventus FC,Ángel Di María,3.0,away,2:1,2.0,1.0,Arkadiusz Milik
56,2022,18,SSC Napoli,Juventus FC,Amir Rrahmani,4.0,home,3:1,3.0,1.0,Khvicha Kvaratskhelia
57,2022,18,SSC Napoli,Juventus FC,Victor Osimhen,5.0,home,4:1,4.0,1.0,Khvicha Kvaratskhelia
58,2022,18,SSC Napoli,Juventus FC,Eljif Elmas,6.0,home,5:1,5.0,1.0,Giovanni Di Lorenzo
59,2022,19,US Salernitana 1919,SSC Napoli,Giovanni Di Lorenzo,1.0,away,0:1,0.0,1.0,Frank Anguissa
60,2022,19,US Salernitana 1919,SSC Napoli,Victor Osimhen,2.0,away,0:2,0.0,2.0,Senza assist
61,2022,20,SSC Napoli,AS Roma,Victor Osimhen,1.0,home,1:0,1.0,0.0,Khvicha Kvaratskhelia
62,2022,20,SSC Napoli,AS Roma,Stephan El Shaarawy,2.0,away,1:1,1.0,1.0,Nicola Zalewski
63,2022,20,SSC Napoli,AS Roma,Giovanni Simeone,3.0,home,2:1,2.0,1.0,Piotr Zieliński
64,2022,21,Spezia Calcio,SSC Napoli,Khvicha Kvaratskhelia,1.0,away,0:1,0.0,1.0,Rigore: mani diArkadiusz Reca
65,2022,21,Spezia Calcio,SSC Napoli,Victor Osimhen,2.0,away,0:2,0.0,2.0,Senza assist
66,2022,21,Spezia Calcio,SSC Napoli,Victor Osimhen,3.0,away,0:3,0.0,3.0,Khvicha Kvaratskhelia
67,2022,22,SSC Napoli,US Cremonese,Khvicha Kvaratskhelia,1.0,home,1:0,1.0,0.0,Senza assist
68,2022,22,SSC Napoli,US Cremonese,Victor Osimhen,2.0,home,2:0,2.0,0.0,Min-jae Kim
69,2022,22,SSC Napoli,US Cremonese,Eljif Elmas,3.0,home,3:0,3.0,0.0,Giovanni Di Lorenzo
70,2022,23,US Sassuolo Calcio,SSC Napoli,Khvicha Kvaratskhelia,1.0,away,0:1,0.0,1.0,Mathías Olivera
71,2022,23,US Sassuolo Calcio,SSC Napoli,Victor Osimhen,2.0,away,0:2,0.0,2.0,Amir Rrahmani
72,2022,24,Empoli FC,SSC Napoli,Ardian Ismajli,1.0,away,0:1,0.0,1.0,Piotr Zieliński
73,2022,24,Empoli FC,SSC Napoli,Victor Osimhen,2.0,away,0:2,0.0,2.0,Senza assist
74,2022,25,SSC Napoli,SS Lazio,Matías Vecino,1.0,away,0:1,0.0,1.0,Senza assist
75,2022,26,SSC Napoli,Atalanta BC,Khvicha Kvaratskhelia,1.0,home,1:0,1.0,0.0,Victor Osimhen
76,2022,26,SSC Napoli,Atalanta BC,Amir Rrahmani,2.0,home,2:0,2.0,0.0,Eljif Elmas
77,2022,27,Torino FC,SSC Napoli,Victor Osimhen,1.0,away,0:1,0.0,1.0,Piotr Zieliński
78,2022,27,Torino FC,SSC Napoli,Khvicha Kvaratskhelia,2.0,away,0:2,0.0,2.0,Khvicha Kvaratskhelia
79,2022,27,Torino FC,SSC Napoli,Victor Osimhen,3.0,away,0:3,0.0,3.0,Mathías Olivera
80,2022,27,Torino FC,SSC Napoli,Tanguy Ndombélé,4.0,away,0:4,0.0,4.0,Khvicha Kvaratskhelia
81,2022,28,SSC Napoli,AC Milan,Rafael Leão,1.0,away,0:1,0.0,1.0,Brahim Díaz
82,2022,28,SSC Napoli,AC Milan,Brahim Díaz,2.0,away,0:2,0.0,2.0,Senza assist
83,2022,28,SSC Napoli,AC Milan,Rafael Leão,3.0,away,0:3,0.0,3.0,Sandro Tonali
84,2022,28,SSC Napoli,AC Milan,Alexis Saelemaekers,4.0,away,0:4,0.0,4.0,Davide Calabria
85,2022,29,US Lecce,SSC Napoli,Giovanni Di Lorenzo,1.0,away,0:1,0.0,1.0,Min-jae Kim
86,2022,29,US Lecce,SSC Napoli,Federico Di Francesco,2.0,home,1:1,1.0,1.0,Senza assist
87,2022,29,US Lecce,SSC Napoli,Antonino Gallo,3.0,away,1:2,1.0,2.0,Mário Rui
88,2022,30,SSC Napoli,Hellas Verona FC,,,,,,,
89,2022,31,Juventus FC,SSC Napoli,Giacomo Raspadori,1.0,away,0:1,0.0,1.0,Eljif Elmas
90,2022,32,SSC Napoli,US Salernitana 1919,Mathías Olivera,1.0,home,1:0,1.0,0.0,Giacomo Raspadori
91,2022,32,SSC Napoli,US Salernitana 1919,Boulaye Dia,2.0,away,1:1,1.0,1.0,Grigoris Kastanos
92,2022,33,Udinese Calcio,SSC Napoli,Sandi Lovrić,1.0,home,1:0,1.0,0.0,Destiny Udogie
93,2022,33,Udinese Calcio,SSC Napoli,Victor Osimhen,2.0,away,1:1,1.0,1.0,Senza assist
94,2022,34,SSC Napoli,ACF Fiorentina,Victor Osimhen,1.0,home,1:0,1.0,0.0,Khvicha Kvaratskhelia
95,2022,35,AC Monza,SSC Napoli,Dany Mota,1.0,home,1:0,1.0,0.0,Matteo Pessina
96,2022,35,AC Monza,SSC Napoli,Andrea Petagna,2.0,home,2:0,2.0,0.0,Senza assist
97,2022,36,SSC Napoli,FC Internazionale Milano,Frank Anguissa,1.0,home,1:0,1.0,0.0,Piotr Zieliński
98,2022,36,SSC Napoli,FC Internazionale Milano,Romelu Lukaku,2.0,away,1:1,1.0,1.0,Federico Dimarco
99,2022,36,SSC Napoli,FC Internazionale Milano,Giovanni Di Lorenzo,3.0,home,2:1,2.0,1.0,Frank Anguissa
100,2022,36,SSC Napoli,FC Internazionale Milano,Gianluca Gaetano,4.0,home,3:1,3.0,1.0,Giovanni Simeone
101,2022,37,Bologna FC 1909,SSC Napoli,Victor Osimhen,1.0,away,0:1,0.0,1.0,Senza assist
102,2022,37,Bologna FC 1909,SSC Napoli,Victor Osimhen,2.0,away,0:2,0.0,2.0,Bartosz Bereszyński
103,2022,37,Bologna FC 1909,SSC Napoli,Lewis Ferguson,3.0,home,1:2,1.0,2.0,Senza assist
104,2022,37,Bologna FC 1909,SSC Napoli,Lorenzo De Silvestri,4.0,home,2:2,2.0,2.0,Nicola Sansone
105,2022,38,SSC Napoli,UC Sampdoria,Victor Osimhen,1.0,home,1:0,1.0,0.0,Victor Osimhen
106,2022,38,SSC Napoli,UC Sampdoria,Giovanni Simeone,2.0,home,2:0,2.0,0.0,Giacomo Raspadori
107,2022,1,US Lecce,FC Internazionale Milano,Romelu Lukaku,1.0,away,0:1,0.0,1.0,Matteo Darmian
108,2022,1,US Lecce,FC Internazionale Milano,Assan Ceesay,2.0,home,1:1,1.0,1.0,Federico Di Francesco
109,2022,1,US Lecce,FC Internazionale Milano,Denzel Dumfries,3.0,away,1:2,1.0,2.0,Lautaro Martínez
110,2022,2,FC Internazionale Milano,Spezia Calcio,Lautaro Martínez,1.0,home,1:0,1.0,0.0,Romelu Lukaku
111,2022,2,FC Internazionale Milano,Spezia Calcio,Hakan Çalhanoğlu,2.0,home,2:0,2.0,0.0,Senza assist
112,2022,2,FC Internazionale Milano,Spezia Calcio,Joaquín Correa,3.0,home,3:0,3.0,0.0,Edin Dzeko
113,2022,3,SS Lazio,FC Internazionale Milano,Felipe Anderson,1.0,home,1:0,1.0,0.0,Sergej Milinković-Savić
114,2022,3,SS Lazio,FC Internazionale Milano,Lautaro Martínez,2.0,away,1:1,1.0,1.0,Denzel Dumfries
115,2022,3,SS Lazio,FC Internazionale Milano,Luis Alberto,3.0,home,2:1,2.0,1.0,Pedro
116,2022,3,SS Lazio,FC Internazionale Milano,Pedro,4.0,home,3:1,3.0,1.0,Ciro Immobile
117,2022,4,FC Internazionale Milano,US Cremonese,Joaquín Correa,1.0,home,1:0,1.0,0.0,Edin Dzeko
118,2022,4,FC Internazionale Milano,US Cremonese,Nicolò Barella,2.0,home,2:0,2.0,0.0,Hakan Çalhanoğlu
119,2022,4,FC Internazionale Milano,US Cremonese,Lautaro Martínez,3.0,home,3:0,3.0,0.0,Nicolò Barella
120,2022,4,FC Internazionale Milano,US Cremonese,David Okereke,4.0,away,3:1,3.0,1.0,Gonzalo Escalante
121,2022,5,AC Milan,FC Internazionale Milano,Marcelo Brozović,1.0,away,0:1,0.0,1.0,Joaquín Correa
122,2022,5,AC Milan,FC Internazionale Milano,Rafael Leão,2.0,home,1:1,1.0,1.0,Sandro Tonali
123,2022,5,AC Milan,FC Internazionale Milano,Olivier Giroud,3.0,home,2:1,2.0,1.0,Rafael Leão
124,2022,5,AC Milan,FC Internazionale Milano,Rafael Leão,4.0,home,3:1,3.0,1.0,Olivier Giroud
125,2022,5,AC Milan,FC Internazionale Milano,Edin Dzeko,5.0,away,3:2,3.0,2.0,Matteo Darmian
126,2022,6,FC Internazionale Milano,Torino FC,Marcelo Brozović,1.0,home,1:0,1.0,0.0,Nicolò Barella
127,2022,7,Udinese Calcio,FC Internazionale Milano,Nicolò Barella,1.0,away,0:1,0.0,1.0,Senza assist
128,2022,7,Udinese Calcio,FC Internazionale Milano,Milan Skriniar,2.0,home,1:1,1.0,1.0,Roberto Pereyra
129,2022,7,Udinese Calcio,FC Internazionale Milano,Jaka Bijol,3.0,home,2:1,2.0,1.0,Gerard Deulofeu
130,2022,7,Udinese Calcio,FC Internazionale Milano,Tolgay Arslan,4.0,home,3:1,3.0,1.0,Gerard Deulofeu
131,2022,8,FC Internazionale Milano,AS Roma,Federico Dimarco,1.0,home,1:0,1.0,0.0,Nicolò Barella
132,2022,8,FC Internazionale Milano,AS Roma,Paulo Dybala,2.0,away,1:1,1.0,1.0,Leonardo Spinazzola
133,2022,8,FC Internazionale Milano,AS Roma,Chris Smalling,3.0,away,1:2,1.0,2.0,Lorenzo Pellegrini
134,2022,9,US Sassuolo Calcio,FC Internazionale Milano,Edin Dzeko,1.0,away,0:1,0.0,1.0,Denzel Dumfries
135,2022,9,US Sassuolo Calcio,FC Internazionale Milano,Davide Frattesi,2.0,home,1:1,1.0,1.0,Rogério
136,2022,9,US Sassuolo Calcio,FC Internazionale Milano,Edin Dzeko,3.0,away,1:2,1.0,2.0,Henrikh Mkhitaryan
137,2022,10,FC Internazionale Milano,US Salernitana 1919,Lautaro Martínez,1.0,home,1:0,1.0,0.0,Nicolò Barella
138,2022,10,FC Internazionale Milano,US Salernitana 1919,Nicolò Barella,2.0,home,2:0,2.0,0.0,Hakan Çalhanoğlu
139,2022,11,ACF Fiorentina,FC Internazionale Milano,Nicolò Barella,1.0,away,0:1,0.0,1.0,Lautaro Martínez
140,2022,11,ACF Fiorentina,FC Internazionale Milano,Lautaro Martínez,2.0,away,0:2,0.0,2.0,
141,2022,11,ACF Fiorentina,FC Internazionale Milano,Arthur Cabral,3.0,home,1:2,1.0,2.0,Giacomo Bonaventura
142,2022,11,ACF Fiorentina,FC Internazionale Milano,Jonathan Ikoné,4.0,home,2:2,2.0,2.0,Christian Kouamé
143,2022,11,ACF Fiorentina,FC Internazionale Milano,Lautaro Martínez,5.0,away,2:3,2.0,3.0,Lautaro Martínez
144,2022,11,ACF Fiorentina,FC Internazionale Milano,Luka Jović,6.0,home,3:3,3.0,3.0,Nikola Milenković
145,2022,11,ACF Fiorentina,FC Internazionale Milano,Henrikh Mkhitaryan,7.0,away,3:4,3.0,4.0,Nicolò Barella
146,2022,12,FC Internazionale Milano,UC Sampdoria,Stefan de Vrij,1.0,home,1:0,1.0,0.0,Hakan Çalhanoğlu
147,2022,12,FC Internazionale Milano,UC Sampdoria,Nicolò Barella,2.0,home,2:0,2.0,0.0,Alessandro Bastoni
148,2022,12,FC Internazionale Milano,UC Sampdoria,Joaquín Correa,3.0,home,3:0,3.0,0.0,Senza assist
149,2022,13,Juventus FC,FC Internazionale Milano,Adrien Rabiot,1.0,home,1:0,1.0,0.0,Filip Kostić
150,2022,13,Juventus FC,FC Internazionale Milano,Nicolò Fagioli,2.0,home,2:0,2.0,0.0,Filip Kostić
151,2022,14,FC Internazionale Milano,Bologna FC 1909,Charalampos Lykogiannis,1.0,away,0:1,0.0,1.0,Riccardo Orsolini
152,2022,14,FC Internazionale Milano,Bologna FC 1909,Edin Dzeko,2.0,home,1:1,1.0,1.0,Denzel Dumfries
153,2022,14,FC Internazionale Milano,Bologna FC 1909,Federico Dimarco,3.0,home,2:1,2.0,1.0,Senza assist
154,2022,14,FC Internazionale Milano,Bologna FC 1909,Lautaro Martínez,4.0,home,3:1,3.0,1.0,Hakan Çalhanoğlu
155,2022,14,FC Internazionale Milano,Bologna FC 1909,Federico Dimarco,5.0,home,4:1,4.0,1.0,Nicolò Barella
156,2022,14,FC Internazionale Milano,Bologna FC 1909,Hakan Çalhanoğlu,6.0,home,5:1,5.0,1.0,Rigore: mani diJoaquín Sosa
157,2022,14,FC Internazionale Milano,Bologna FC 1909,Robin Gosens,7.0,home,6:1,6.0,1.0,Edin Dzeko
158,2022,15,Atalanta BC,FC Internazionale Milano,Ademola Lookman,1.0,home,1:0,1.0,0.0,Duván Zapata
159,2022,15,Atalanta BC,FC Internazionale Milano,Edin Dzeko,2.0,away,1:1,1.0,1.0,Lautaro Martínez
160,2022,15,Atalanta BC,FC Internazionale Milano,Edin Dzeko,3.0,away,1:2,1.0,2.0,Federico Dimarco
161,2022,15,Atalanta BC,FC Internazionale Milano,José Luis Palomino,4.0,away,1:3,1.0,3.0,Lautaro Martínez
162,2022,15,Atalanta BC,FC Internazionale Milano,José Luis Palomino,5.0,home,2:3,2.0,3.0,Senza assist
164,2022,17,AC Monza,FC Internazionale Milano,Matteo Darmian,1.0,away,0:1,0.0,1.0,Alessandro Bastoni
165,2022,17,AC Monza,FC Internazionale Milano,Patrick Ciurria,2.0,home,1:1,1.0,1.0,Matteo Pessina
166,2022,17,AC Monza,FC Internazionale Milano,Lautaro Martínez,3.0,away,1:2,1.0,2.0,Senza assist
167,2022,17,AC Monza,FC Internazionale Milano,Denzel Dumfries,4.0,home,2:2,2.0,2.0,Senza assist
168,2022,18,FC Internazionale Milano,Hellas Verona FC,Lautaro Martínez,1.0,home,1:0,1.0,0.0,Senza assist
169,2022,19,FC Internazionale Milano,Empoli FC,Tommaso Baldanzi,1.0,away,0:1,0.0,1.0,Nedim Bajrami
170,2022,20,US Cremonese,FC Internazionale Milano,David Okereke,1.0,home,1:0,1.0,0.0,Soualiho Meïté
171,2022,20,US Cremonese,FC Internazionale Milano,Lautaro Martínez,2.0,away,1:1,1.0,1.0,Senza assist
172,2022,20,US Cremonese,FC Internazionale Milano,Lautaro Martínez,3.0,away,1:2,1.0,2.0,Edin Dzeko
173,2022,21,FC Internazionale Milano,AC Milan,Lautaro Martínez,1.0,home,1:0,1.0,0.0,Hakan Çalhanoğlu
174,2022,22,UC Sampdoria,FC Internazionale Milano,,,,,,,
175,2022,23,FC Internazionale Milano,Udinese Calcio,Romelu Lukaku,1.0,home,1:0,1.0,0.0,Denzel Dumfries
176,2022,23,FC Internazionale Milano,Udinese Calcio,Sandi Lovrić,2.0,away,1:1,1.0,1.0,Roberto Pereyra
177,2022,23,FC Internazionale Milano,Udinese Calcio,Henrikh Mkhitaryan,3.0,home,2:1,2.0,1.0,Federico Dimarco
178,2022,23,FC Internazionale Milano,Udinese Calcio,Lautaro Martínez,4.0,home,3:1,3.0,1.0,Danilo D'Ambrosio
179,2022,24,Bologna FC 1909,FC Internazionale Milano,Riccardo Orsolini,1.0,home,1:0,1.0,0.0,Jerdy Schouten
180,2022,25,FC Internazionale Milano,US Lecce,Henrikh Mkhitaryan,1.0,home,1:0,1.0,0.0,Nicolò Barella
181,2022,25,FC Internazionale Milano,US Lecce,Lautaro Martínez,2.0,home,2:0,2.0,0.0,Denzel Dumfries
182,2022,26,Spezia Calcio,FC Internazionale Milano,Daniel Maldini,1.0,home,1:0,1.0,0.0,M'Bala Nzola
183,2022,26,Spezia Calcio,FC Internazionale Milano,Romelu Lukaku,2.0,away,1:1,1.0,1.0,Denzel Dumfries
184,2022,26,Spezia Calcio,FC Internazionale Milano,M'Bala Nzola,3.0,home,2:1,2.0,1.0,Viktor Kovalenko
185,2022,27,FC Internazionale Milano,Juventus FC,Filip Kostić,1.0,away,0:1,0.0,1.0,Adrien Rabiot
186,2022,28,FC Internazionale Milano,ACF Fiorentina,Giacomo Bonaventura,1.0,away,0:1,0.0,1.0,Arthur Cabral
187,2022,29,US Salernitana 1919,FC Internazionale Milano,Robin Gosens,1.0,away,0:1,0.0,1.0,Romelu Lukaku
188,2022,29,US Salernitana 1919,FC Internazionale Milano,Antonio Candreva,2.0,home,1:1,1.0,1.0,Boulaye Dia
189,2022,30,FC Internazionale Milano,AC Monza,Luca Caldirola,1.0,away,0:1,0.0,1.0,Patrick Ciurria
190,2022,31,Empoli FC,FC Internazionale Milano,Romelu Lukaku,1.0,away,0:1,0.0,1.0,Marcelo Brozović
191,2022,31,Empoli FC,FC Internazionale Milano,Romelu Lukaku,2.0,away,0:2,0.0,2.0,Hakan Çalhanoğlu
192,2022,31,Empoli FC,FC Internazionale Milano,Lautaro Martínez,3.0,away,0:3,0.0,3.0,Romelu Lukaku
193,2022,32,FC Internazionale Milano,SS Lazio,Felipe Anderson,1.0,away,0:1,0.0,1.0,Luis Alberto
194,2022,32,FC Internazionale Milano,SS Lazio,Lautaro Martínez,2.0,home,1:1,1.0,1.0,Romelu Lukaku
195,2022,32,FC Internazionale Milano,SS Lazio,Robin Gosens,3.0,home,2:1,2.0,1.0,Romelu Lukaku
196,2022,32,FC Internazionale Milano,SS Lazio,Lautaro Martínez,4.0,home,3:1,3.0,1.0,Senza assist
197,2022,33,Hellas Verona FC,FC Internazionale Milano,Adolfo Gaich,1.0,away,0:1,0.0,1.0,Federico Dimarco
198,2022,33,Hellas Verona FC,FC Internazionale Milano,Hakan Çalhanoğlu,2.0,away,0:2,0.0,2.0,Marcelo Brozović
199,2022,33,Hellas Verona FC,FC Internazionale Milano,Edin Dzeko,3.0,away,0:3,0.0,3.0,Lautaro Martínez
200,2022,33,Hellas Verona FC,FC Internazionale Milano,Lautaro Martínez,4.0,away,0:4,0.0,4.0,Marcelo Brozović
201,2022,33,Hellas Verona FC,FC Internazionale Milano,Edin Dzeko,5.0,away,0:5,0.0,5.0,Francesco Acerbi
202,2022,33,Hellas Verona FC,FC Internazionale Milano,Lautaro Martínez,6.0,away,0:6,0.0,6.0,Senza assist
203,2022,34,AS Roma,FC Internazionale Milano,Federico Dimarco,1.0,away,0:1,0.0,1.0,Denzel Dumfries
204,2022,34,AS Roma,FC Internazionale Milano,Romelu Lukaku,2.0,away,0:2,0.0,2.0,Lautaro Martínez
205,2022,35,FC Internazionale Milano,US Sassuolo Calcio,Romelu Lukaku,1.0,home,1:0,1.0,0.0,Danilo D'Ambrosio
206,2022,35,FC Internazionale Milano,US Sassuolo Calcio,Ruan,2.0,home,2:0,2.0,0.0,Raoul Bellanova
207,2022,35,FC Internazionale Milano,US Sassuolo Calcio,Lautaro Martínez,3.0,home,3:0,3.0,0.0,Henrikh Mkhitaryan
208,2022,35,FC Internazionale Milano,US Sassuolo Calcio,Matheus Henrique,4.0,away,3:1,3.0,1.0,Domenico Berardi
209,2022,35,FC Internazionale Milano,US Sassuolo Calcio,Davide Frattesi,5.0,away,3:2,3.0,2.0,Rogério
210,2022,35,FC Internazionale Milano,US Sassuolo Calcio,Romelu Lukaku,6.0,home,4:2,4.0,2.0,Marcelo Brozović
215,2022,37,FC Internazionale Milano,Atalanta BC,Romelu Lukaku,1.0,home,1:0,1.0,0.0,Lautaro Martínez
216,2022,37,FC Internazionale Milano,Atalanta BC,Nicolò Barella,2.0,home,2:0,2.0,0.0,Senza assist
217,2022,37,FC Internazionale Milano,Atalanta BC,Mario Pasalic,3.0,away,2:1,2.0,1.0,Rasmus Højlund
218,2022,37,FC Internazionale Milano,Atalanta BC,Lautaro Martínez,4.0,home,3:1,3.0,1.0,Marcelo Brozović
219,2022,37,FC Internazionale Milano,Atalanta BC,André Onana,5.0,away,3:2,3.0,2.0,Luis Muriel
220,2022,38,Torino FC,FC Internazionale Milano,Marcelo Brozović,1.0,away,0:1,0.0,1.0,Romelu Lukaku
221,2022,1,AC Milan,Udinese Calcio,Rodrigo Becão,1.0,away,0:1,0.0,1.0,Gerard Deulofeu
222,2022,1,AC Milan,Udinese Calcio,Theo Hernández,2.0,home,1:1,1.0,1.0,Davide Calabria
223,2022,1,AC Milan,Udinese Calcio,Ante Rebić,3.0,home,2:1,2.0,1.0,Davide Calabria
224,2022,1,AC Milan,Udinese Calcio,Adam Masina,4.0,away,2:2,2.0,2.0,Roberto Pereyra
225,2022,1,AC Milan,Udinese Calcio,Brahim Díaz,5.0,home,3:2,3.0,2.0,Senza assist
226,2022,1,AC Milan,Udinese Calcio,Ante Rebić,6.0,home,4:2,4.0,2.0,Brahim Díaz
227,2022,2,Atalanta BC,AC Milan,Ruslan Malinovskyi,1.0,home,1:0,1.0,0.0,Joakim Maehle
228,2022,2,Atalanta BC,AC Milan,Ismaël Bennacer,2.0,away,1:1,1.0,1.0,Alexis Saelemaekers
229,2022,3,AC Milan,Bologna FC 1909,Rafael Leão,1.0,home,1:0,1.0,0.0,Charles De Ketelaere
230,2022,3,AC Milan,Bologna FC 1909,Olivier Giroud,2.0,home,2:0,2.0,0.0,Rafael Leão
